stage,axial,blastomeres,erythrocytes,eye,fin_epithelia,glial,neural,paraxial_mesoderm,spinal_cord
  3-4,0,38.14,0,0,0,0,0,0,0
  5-6,6.77,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,4.6,0
 24-34,0,0,0,0,0,0,0,0,0.75
 36-46,0,0,0,0,0,0,1.62,0,0.57
 48-58,0,0,0,0,0.37,0,14.01,0,3.28
 60-70,0,0,0,0,0,2.57,37.35,0,1.41
 72-82,0,0,0,2.72,0,0,14.2,0,3.9
 84-94,0,0,0,0,0,0,1.54,0,0
 96-106,0,0,4.52,0,0,0,28.91,0,0
108-118,0,0,0,0,0,0,16.72,0,0
120,0,0,0,0,0,0,13.93,0,0
