stage,blastomeres,endoderm,epidermis,eye,mesenchyme,muscle,neural,otic,paraxial_mesoderm,spinal_cord
  5-6,37.82,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,3.2,0
 10-12,0,9.27,0,0,0,0,37,0,0,0
 14-21,0,0,1.09,0,0,0,2.04,0,0,0
 24-34,0,0,0,0,0,0,0,0,0,2.36
 36-46,0,0,0,0,0,0,2.37,1.08,0,0.87
 48-58,0,0,0,0.49,0,0,4.21,0,0,0
 60-70,0,0,0,0,0.98,0,0,0,0,0
108-118,0,0,0,1.67,0,0.51,1.56,0,0,0
