stage,erythrocytes,eye,gut,neural,vasculature
 24-34,0,0,0,1.17,0
 48-58,0.41,0,0,0,0
 60-70,1.76,0,0,3.13,0
 72-82,14.55,3.47,0,0,0
 84-94,14.36,0,0.99,0,0
 96-106,34.08,0,0,0,0
108-118,36.3,0,0,0,0.72
120,20.57,0,0,0,0
