stage,blastomeres,epidermis,hatching_gland,immune,lateral_line,neural,olfactory,vasculature
  5-6,8.19,0,0,0,0,0,0,0
  7-9,0,0,3.35,0,0,4.22,0,0
 10-12,0,0,0,0,0,8.9,0,0
 14-21,0,0,0,0,0,0,0,0.89
 24-34,0,2.03,0,0,0,1.17,0,0
 36-46,0,0,0,0,0,0,2.39,0
 48-58,0,0,0,0,1.59,0,2.37,0
 60-70,0,0,0,0,1.39,0,0,0
 72-82,0,0,0,0.59,1,0,0,0
 96-106,0,0,0,0,5.5,0,0,0
108-118,0,0.89,0,0,5.06,0,0,0
120,0,0,0,0,1.76,0,2.49,0
