stage,blastomeres,epidermis,eye,immune,neural,notochord,paraxial_mesoderm,vasculature
  3-4,15.68,0,0,0,0,0,0,0
  5-6,9.08,0,0,0,0,0,0,0
  7-9,0,0,0,0,3.2,0,0,0
 10-12,0,0,0,0,4.95,12.48,3.3,0
 24-34,0,0,0,0.88,0,0,0,0
 48-58,0,0,0.41,0,1.13,0,0,0
 60-70,0,0,0,4.26,0,0,0,0
 72-82,0,0,0,1.55,0,0,0,0
 84-94,0,0,0,4.89,0,0,0,0
 96-106,0,0,1.84,3.77,0,0,0,0
108-118,0,0.46,0,2.3,0,0,0,0
120,0,0,0,3.03,0,0,0,1.15
