stage,glial,neural,spinal_cord,visceral_smooth_muscle
 24-34,0,4.03,0,0
 48-58,0,2.66,1.03,0
 60-70,1.34,0,0,0
 72-82,0,8.13,0,0
 84-94,0,0,1.13,0
 96-106,0,9.34,0,0
120,0,0,0,2.7
