stage,heart,liver,mucous,vascular_smooth_muscle,vasculature
 24-34,0,0,0,0,2.11
 36-46,0,0,0.6,0,0
 48-58,0,0,0,0,1.4
 60-70,0,0,0,0,3.37
 72-82,1.07,0,0,0,4.89
 84-94,0,0,0,0,2.23
 96-106,1.53,0,0,0.83,1.81
108-118,1.34,0.6,0,0,6.44
120,0,0,0,0,37.17
