stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,144.7,1888.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.86,0,0,0,0,0,0,0,0,0,0,0
  5-6,116.29,1696.29,0,10.68,0,0,0,0,0,0,0,0,15.17,0,0,0,0,0,0,0,0,0,0,0,43.7,17.23,0,0,21.36,0,67.41,0,0,0,0,0,0,0,0,0,0,0
  7-9,20.65,10.04,0,22.24,0,0,34.14,0,0,0,0,0,32.99,0,0,0,0,0,0,0,0,0,0,0,501.69,3.63,0,0,260.37,0,16.73,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,42.02,0,4.37,0,0,41.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.57,19.77,0,0,299.12,0,0,4.37,4.61,14.37,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.81,71.11,8.93,4.13,0,1,0,2.76,1.9,0,0.93,0,0.81,0,0,1.86,0,4.04,0,0,6.74,84.32,2.2,1.23,97.42,5.29,0,5.43,1.53,62.2,0,4.82,78.45,16.38,0,0,1.69,0,0
 24-34,0,0,0,0.59,13.14,0.78,0.68,0,0.85,0,1.67,0.64,0,0,0.71,2.69,0,0.65,0,0,11.15,1.33,0,17.87,48.41,1.3,0,0,0,0,40.2,0,0.97,1.45,1.22,4.71,8.11,0,0,1.51,0,0
 36-46,0,0,0,0,2.34,0,7.1,0,0,1.26,0,1.39,0,0,5.41,0.96,0,1.57,0,0,4.49,2.96,0,4.68,19.09,0,1.47,0,0,0,76.85,0,0,1.96,0,0,4.24,0,0,0.84,0,2.44
 48-58,0,0,0,0,17.23,0,3.03,0.4,1.78,0.94,2.67,0,0,0,13.93,0,0,0.83,4.01,0,5.15,1.58,0.49,4.13,33.95,0,1.75,0.42,0,0,42.4,0,0,0,0,0,5.04,0,0,2.97,0,1.04
 60-70,0,0,0,0,18.72,0,6.17,0,6.8,0.59,0,0,0,0,15.58,0.8,0,0.61,9.11,0,10.57,2.94,0,10.78,7.93,0,2.24,0.68,0,0,66.75,0,0,0,0,0,1.48,0.61,0,0,0,0
 72-82,0,0,0.53,0,21.96,0,8.09,0,2.12,6.74,8.01,6.69,3.2,0.5,29.97,1.39,0,2.63,2.37,2.32,20.94,5.93,0.88,1.11,37.03,0,3.52,0,0,0,30.73,0,0,0,0,0,2.7,4.29,0,5.2,0,0
 84-94,0,0,1.29,0,285.51,10.39,7.23,0,3.41,1.33,2.19,37.2,0,0,24.24,5.33,0,0,0,0,27.4,3.45,2.16,1.83,25.19,0,13.09,2.22,0,0,77.21,0,0,2.53,0,0,0,97.56,0.84,1,8.14,0
 96-106,0,0,1.11,0,172.84,17.74,12.13,0,0.56,4.04,13.61,65.78,0,1.22,14.84,69.68,0,3.47,6.25,0,36,0.97,0,0.96,42.42,0,30.79,0,0,0,48.68,0,0,1.39,0,0,2.2,474.11,4.06,12.34,0,4.53
108-118,0,0,3.22,0,507.26,0,5.12,0,4.83,0.75,8.23,356.94,0,0.69,15.06,11.96,1.08,1.75,9.96,0,40.44,1.57,0,2.96,44.64,0.5,22.91,2.45,0,0,87.88,0,0,2.65,0.5,0,0,158.19,0.94,7.27,2.31,4.79
120,0,0,0,0,79.97,0,8.64,0,3.49,2.28,1.79,39.41,0,0,213.74,0,0,0,0,0,24.31,5.81,0,16.95,38.6,0,11.85,0,0,3.42,64.01,0,0,1.94,0,0,0,18.2,0,1.14,0,4.33
