stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,40.18,1821.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632.91,0,0,0,0,0,0,0,0,0,0,0
  5-6,38.2,985.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.36,0,0,0,0,1210.55,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.1,24.83,0,6.64,0,0,0,16.48,0,0,0,0,0,4.27,0,0,0,0,0,0,0,0,0,0,0,175.26,7.21,0,0,42.33,276.84,6.03,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,26.2,0,0,0,0,0,0,0,0,0,23.43,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,24.88,113.59,0,0,39.48,0,0,0,0,0,0,0,0
 14-21,0,0,4.22,7.11,77.54,8.16,0,1.29,0,0,0,0,30.63,17.15,0,0,67.57,0,0.93,0,0,10.92,9.55,0,0,32.34,12.72,9.91,61.99,0,1439.69,0,5.26,10.08,1.77,4.97,8.54,0,0,0,0,0
 24-34,0,0,0,4.91,29.46,0,0,20.09,0,0.94,0,4.3,0.68,8.71,0,0.6,185.37,0,19.54,1.1,0,13.89,41.24,0,13.21,189.52,2.16,78.35,27.95,0,1888.03,0,0,8.05,1.54,0,19.93,0,0,7.87,0,0
 36-46,0,0,0,0,16.76,0,0,7.41,0,5.97,1.21,2.95,3.42,4.99,0,0,87.52,0,10.32,0,0,10.76,28.56,0,0.62,146.22,0,62.96,1.97,0,1983.47,0,0,2.17,0,0,14.78,0,0,0.82,0,0
 48-58,0,0,0,0,51.26,0.65,0,18.19,0,9.99,0,1,1.51,52.4,0,0,36.79,3.3,16.7,0.65,0,9.58,20.79,0.5,0.52,132.31,0,33.96,18.76,0,1247.15,0,0,0.44,0,0,17.2,0,0,3.88,0,0.4
 60-70,0,0,1.29,1.02,64.65,1.64,0,43.24,0,17.21,2.32,16.38,6.88,26.68,1.29,0,67.39,0,27.66,2.11,0,4.37,24.44,1.7,0,114.46,0,29.93,8.96,0,1156.49,0,0,5.86,0,0,8.64,17.32,0,1.65,0,0
 72-82,0,0,2.56,1.38,133.35,10.14,0,84.11,0,17.15,0,7.82,26.45,7.53,0.66,2.34,66.3,0,38.6,0.79,0,21.63,34.01,0,0,122.52,0,48.61,47.13,0,1074.95,0,0,0,3.45,0,7.34,30.19,0,4.36,0,7.32
 84-94,0,0,3.5,6.12,229.74,1.05,0,31.35,0,39.66,0,12.43,31.63,19.87,0,0,127.99,0,49.36,6.91,0,11.83,59.2,0,0,86.77,0,48.81,18.79,0,2699.23,0,0,5.32,0,0,4.59,54.73,1.38,0,0,0
 96-106,0,0,2.14,0,391.65,28.19,3.39,27.32,0,50.36,0,31.05,65.52,0,0,7.18,193.64,0.72,84.3,5.06,0,35.24,93.6,0,1.69,142.7,0,93.17,39.78,0,2779.76,0,0,3.95,0,0,4.81,108.05,0,6.46,2.47,10.24
108-118,0,0,7.47,0.45,350.05,5.89,3.58,58.08,2.53,74.83,0,20.07,90.06,0,0,8.51,216.61,0,55.45,5.38,0.91,21.85,88.65,2.15,4.6,120.03,0,52.89,30.97,0,2361.95,0,0,4.78,0,0,3.62,126.32,6.58,3.82,0,0
120,0,0,19.74,0,403.29,3.09,0,42.26,0,95.43,0,35.9,73.6,0,0,24.95,141.55,0,47.47,4.93,0,24.36,91.6,0,6.14,125.3,0,69.05,38.76,0,1507.11,0,0,6.12,0,0,0,78.02,0,0,0,8.45
