stage,blastomeres,erythrocytes,eye,glial,mesenchyme,mural_cell,neural,vasculature,visceral_smooth_muscle
  3-4,11.16,0,0,0,0,0,0,0,0
  5-6,31.68,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,3.61,0,0
 14-21,0,6.26,0,0,0,0,0,0,0
 24-34,0,11.4,0,0,0,0,0,0,0
 48-58,0,0,0,1.38,0,0,3.34,0,0
 60-70,0,0,0.78,0,2.35,0,26.51,0,0
 72-82,0,0,2.06,0,0,0,22.2,0,0.79
 84-94,0,0,4.81,0,0,0,9.51,0,0
 96-106,0,0,0,0,0,0,18.29,1.49,0
108-118,0,0,0.89,4.56,0,4.08,54.99,0,0
120,0,0,0,0,0,0,128.57,0,0
