stage,eye,glial,mesenchyme,neural,olfactory,spinal_cord,vasculature
 14-21,0,0,0,35.88,0,21.55,0
 24-34,0.61,0,0,380.95,0,134.98,0
 36-46,2.7,0,0.99,431.17,1.33,192.44,0
 48-58,27.04,0.98,1.31,292.32,0,77.07,0.44
 60-70,16.58,6.35,0,107.03,0,39.47,0
 72-82,20.94,0,0,97.69,0,4.09,0
 84-94,17.37,0,0,61.96,0,15.9,0
 96-106,38.33,0,0,75.49,0,14.65,0
108-118,13.62,0,0,20.13,0,0,0
120,23.5,0,0,34.61,0,2.02,0
