stage,axial,epidermis,mesenchyme,neural,notochord,olfactory,periderm,spinal_cord
  5-6,28.78,0,0,0,0,0,0,0
  7-9,0,0,0,10.97,9.73,0,0,0
 10-12,0,0,0,32.42,0,0,0,0
 14-21,0,1.07,0,0,0,1.74,0,0
 36-46,0,0,0,1.29,0,0,2.21,1.02
 60-70,0,3.67,9.59,0,0,0,0,0
 72-82,0,0,0.99,0,0,0,0,0
 84-94,0,0,0,0,0,0,0,3.32
