stage,epidermis,eye,fin_mesenchyme,glial,mesenchyme,muscle,neural,otic,presomitic_mesoderm,somites,spinal_cord,vasculature
 14-21,0,0,0,0,0,0,7.92,0,1.96,3.85,0.94,0
 24-34,0,0,0.76,0,0,0,5.47,0,0,0.63,1.75,0.62
 36-46,0,0,0,0,0,0,3.39,0,0,0,0.62,0
 48-58,0,1.13,0,0,0.66,0,8.22,0,0,0,0.46,0
 60-70,0,0,0,0.67,0,0,0,0.62,0,0,0,0
 72-82,0,0,0,0,0,3.7,1.23,0.89,0,0,0,0
 84-94,0.63,0,0,0,0.65,0,0,0,0,0,0,0
108-118,0,0.67,0,1.69,0,0,2.75,0,0,0,0,0
120,0,0,0,0,7.76,0,0,0,0,0,0,0
