stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,60.41,481.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,218.76,944.69,0,32.1,0,0,0,0,0,0,0,0,76.37,0,0,0,0,0,0,0,0,0,0,0,430.93,72.93,0,0,52.35,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,870.01,320.14,0,290.58,0,0,213.71,0,0,0,0,0,541.69,0,0,0,0,0,0,0,0,0,0,0,1268.28,762.57,0,0,9003.26,0,0,19.13,0,25.49,0,0,0,0,0,0,0,0
 10-12,7.59,184.02,0,387.2,0,42.93,280.55,0,0,0,0,0,40.31,0,0,0,0,0,0,0,0,0,0,11.62,1273.28,457.25,0,0,8664.26,0,0,5.47,45.43,738.23,0,57.59,0,0,0,0,0,0
 14-21,0,4.3,3.78,3.96,35.5,112.14,10.8,0,0,0,5.06,2.95,0,18.1,0,0.94,0,0,0,0,497.43,0,0,723.96,219.06,115.47,0,2.73,159.54,0,2.13,0,2138.71,7.12,12.74,1879.99,67.76,0,0,34.57,0,0
 24-34,0,0,0.75,3.83,22.11,25.81,35.41,0,0,47.4,17.65,0,0,55.33,0,4.47,7.68,0.72,0,2.59,1618.48,0.74,2.4,1177.39,460.41,160.35,5.58,15.33,0,1.98,5.15,0,8.4,0,1.31,442.53,52.84,0,0,210.18,0,0
 36-46,1.07,0,0,0,12.55,0,45.27,0,1.19,139.57,28.48,0,0,75.55,17.32,0.93,1.97,0.56,0,0,2513.3,0,15.3,718.05,308.32,107.68,0.6,8.14,0,0,15.22,0,5.8,2.15,0,2.36,31.28,0,2.7,143.15,0,0
 48-58,3.41,0,0,0,14.71,4.08,79,3.18,34.24,127.16,66.93,0,0.52,47.25,0.47,4.76,5.98,0,1.5,1.56,3002.87,0,24.86,434.89,414.44,126.08,6.1,7.5,0,2.19,14.4,0,0,0,1.31,0,27.94,0,3.01,84.86,0,3.31
 60-70,0,0,0,0,61.43,12.12,90.27,0,17.07,135.24,101.95,0.85,0,19.57,4.08,4.5,0,0,2.74,4.96,3911.37,1.41,44.26,287.38,353.58,36.55,0,15.82,0,12.27,36.43,0,0,0.62,0,0,23.81,0,18,97.21,11.1,15.59
 72-82,0,0,0,0,11.4,5.36,118.87,0.53,3.6,118.99,169.7,0.99,0.5,22.93,1.63,1.28,6.11,1.34,3.49,0,3827.77,0,66.77,241.3,206.2,20.47,1.26,21.94,0,19.57,29.2,0,0,0,0.54,0,5.4,1.87,36.93,216.19,49.63,9.66
 84-94,0,0,0,0,43.97,10.55,186.29,1.79,30.63,99.63,165.6,5.52,1.2,22.1,1.4,3.91,3.06,0.81,2.4,0,3354.69,0.6,79.67,218.78,160.84,29.81,0,12.65,0,4.85,65.2,0,0,0.74,0.63,0,6.14,0,27.67,196.47,52.62,0
 96-106,0,0,0.63,0,45.41,22.66,94.4,2.54,12.46,64.84,242.85,8.12,1.32,31.75,3.46,3.15,4.14,2.5,0.57,7.05,2322.12,7.33,62.97,178.13,210.61,19.29,0.57,13.43,1.2,43.19,77.43,0,0,1.39,0,0,0,0,37.65,192.71,59.52,0.73
108-118,0,0,5.72,0,62.05,5.06,85.68,5.22,14.86,78.24,228.55,14.1,0,19.79,6.21,6.12,5.52,0.53,13.81,0,2155.25,2.03,57.01,209.31,237.81,13.88,0,12.89,0,42.2,71.25,0,0,1.57,0,0,7.56,0,30.91,171.59,47.66,12.09
120,0,0,6.58,0,62.63,27.98,66.3,0,23.69,39.94,302.32,19.44,0,48.37,11.66,6.31,0,0,1.86,0,2244.9,1.56,99.48,155.16,247.62,37.71,4.59,7.34,0,55.47,65.22,0,0,0,0,0,0,2.31,42,237.47,108.83,0
