stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,22.57,582.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.57,0,0,0,0,0,0,0,0,0,0,0
  5-6,23.75,413.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.67,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,43.89,0,96.89,0,25.86,0,44.11,0,0,0,0,0,24.08,0,0,0,0,0,0,0,0,0,0,0,1540.45,255.3,0,0,1037.38,0,0,5.15,0,0,0,0,0,0,0,0,0,0
 10-12,0,751.32,0,578.56,0,1293.76,0,185.63,0,0,0,0,0,13.63,0,0,0,0,0,5.32,0,0,0,0,3.87,8571.25,413.64,0,0,2909.91,0,23.78,5.62,3.57,3404.73,0,5.05,132.01,0,0,0,0,0
 14-21,0,0,1.24,7.22,133.11,345.87,0,33.71,0,0,0,210.04,12.51,0.89,9.31,0,2.22,3.65,0,1.04,0,1145.35,0,0,598.77,1259.33,20.55,0,667.88,51.42,0,2.8,0,30.78,171.77,4.72,23.76,1284.38,0,0,1.14,0,0
 24-34,1.76,0,0,1.19,117.27,14.94,0,116.18,1.58,1.83,11.45,238.13,1.84,1.35,53.32,1.42,0,50.56,2.27,0,1.21,3488.42,0.91,4.43,774.65,2964,2.24,8.21,181.24,0,10.85,2.05,0,3.08,3.87,24.16,21.17,708.44,0,0,5.24,0,0.93
 36-46,0,0,0,0,37.46,5.81,0,116.61,2.27,1.39,35.59,565.99,0,0,27.03,0,14.55,125.45,1.21,28.79,1.15,5248.51,1.33,3.51,871.58,3740.71,2.73,3.87,75.77,0,4.2,14.41,0,9.19,1.44,14.57,0,755.93,0,6.42,5.27,4.65,2.27
 48-58,0,0,0,0.43,91.44,6.17,0,450.9,2.34,23.97,50.12,969.83,1.26,0,33.79,0,10.3,188.38,1.48,0.48,0,7562.85,5.35,14.5,665.22,5027.77,4.09,8.84,87.09,0,10.21,9.18,0.65,3.76,0.73,7.81,0,1030.35,0,13.45,22.15,2.26,11.85
 60-70,0,0,0,0,56.31,5.1,0,837.04,19.08,12.9,65.97,1106.69,1.41,0,22.83,9.73,6.15,288.49,1.86,12.07,28.3,11729.35,2.02,29.04,547.47,6101.83,0.57,4.89,64.72,0,22.33,13.31,0,0,0,5.39,0,858.56,0,93.95,9.48,17.64,14.62
 72-82,0,0,2.15,0,65.7,1.08,1.16,2205.29,42.16,1.91,177.87,1190.94,1.31,0,23.88,2.9,3.88,178.69,8.52,0,3.49,12883.98,7.89,115.88,550.32,5418.29,4.76,1.29,122.09,0,48.59,14.28,0,0,0,3.45,0,453.83,2.8,131.22,45.75,141.76,23.16
 84-94,0,0,0,0,76.15,28.24,1.48,1441.48,34.58,5.13,87.04,812.94,4.81,1.95,26.37,13.21,5.44,278.1,2.56,2.33,1.36,9282.33,1.51,164,299.86,3006.33,3.98,2.61,107.24,0,42.57,10.16,0,0,0,3.15,0,227.48,6.06,124.33,25.19,102.81,7.05
 96-106,0,0,0.83,0,56.51,22.49,3.86,1077.37,7.69,9.6,63.18,685.67,4.86,0,27.77,4.75,0.98,245.01,7.49,29.83,0,6623.61,9.92,149.43,198.46,2737.63,3.28,2.21,94.99,0,100.65,20.37,0,0,2.43,0,0,116.62,8.54,96.55,34.09,87.17,16.06
108-118,0,0,0,0.45,73.41,8.91,2.51,1073.79,3.23,5.42,70.24,744.41,4.11,0,17.02,3.14,2.61,535.2,3.87,2.21,0,7482.56,12.21,86.33,200.14,2866.96,1.79,1.3,101.87,0,101.93,23.01,0.79,0,0,0.41,0,123.17,6.48,99.87,16.24,73.93,4.74
120,2.23,0,0,0,79.85,19.2,0,1242.31,12.31,16.98,84.22,1293.29,4.22,0,40.1,28.79,0,248.48,3.15,20.3,0,8475.03,1.56,141.59,243.13,5491.79,0,16.95,155.31,0,128.19,13.92,0,0,0,0,0,171.79,5.98,158.03,45.22,49.31,8.45
