stage,eye,fin_epithelia,glial,gut,liver,mesenchyme,neural,periderm,vasculature
 24-34,0.77,0,0.81,0,0,0,2.81,2.14,0
 36-46,0.98,0,0,0,0,2.39,3.22,0,0
 48-58,5.86,7.59,0,0,0,1.35,6.88,0,6.18
 60-70,0.68,0,0,0,0,0,0,0,0
 72-82,1.5,0,0,0,0,0,2.89,0,0
 84-94,0,0,0,0,0,0,5.07,0,0
108-118,0,0,0,0,2.23,0,0,0,0
120,0,0,0,5.27,0,0,6.67,0,0
