stage,epidermis,erythrocytes,eye,fin_mesenchyme,glial,heart,immune,iridophores,mesenchyme,mucous,mural_cell,muscle,neural,notochord,otic,pericytes,somites,spinal_cord,vascular_smooth_muscle,vasculature,visceral_smooth_muscle
 24-34,0,0,0,0,0,0,0,0,11.08,0,0,6.03,0,0,0,0,0,0,0,0,0
 36-46,0,0,0,0.67,0,0,0,0,44.82,0,0,23,0.82,0,0,1.69,0.59,0,0,0.81,0
 48-58,0,0,5.51,3.69,1.26,0,0,0,114.13,0,0,20.14,0.8,1.11,0,0,0,1.15,0,1.47,0
 60-70,0,0,0,2.12,6.15,0,0,0,266.52,0,1.4,34.25,15.81,0.58,0,0,0,0,1.37,0.57,0
 72-82,0,0,9.72,3.8,9.04,0.84,0,0,387.73,0,5.16,39.22,9.31,0,2.84,1.67,0,2.06,15.37,6.05,4.65
 84-94,0,0,19.97,0,20.15,0,0.7,1.32,415.22,0,0.65,11.29,20.59,0,4.38,1.31,0,0,19.51,1.66,6.68
 96-106,0,1.27,1.23,0,32.87,0,0,0,346.11,5.92,0,15.38,6.46,0,3.2,1.6,0,0,8.48,2.2,8.89
108-118,0.85,0,10.64,7.1,24.97,0,0,0,344.75,0,2.13,25.76,10.83,0,5.4,2.26,0,1.73,12.57,3.04,7.84
120,4.12,0,15.1,1.85,52.56,0,0,0,261.49,0,2.4,3.45,11.14,1.29,0,0,0,6.18,32.01,1.84,1.43
