stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  7-9,4.72,0,10.27,0,0,0,99.26,0,0,0,0,0,25.89,0,0,0,0,0,0,0,0,0,0,0,256.65,5.84,0,0,64.51,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,4.38,0,25.26,0,15.48,0,71.25,0,0,0,0,0,17.45,0,0,0,0,0,0,0,0,0,0,0,570.63,3.67,0,0,130.51,0,0,0,12.62,0,0,0,0,0,0,0,0
 14-21,0,0,0.89,19.48,3.37,0,5.26,0,0,0,3.21,0,0,1.22,0,0,0,0,0,0,19.8,0,0,8,229.74,1.87,1.37,1.73,1.78,0,3.81,6.06,0,1.46,8.57,69.96,0,0,0,0,0
 24-34,0,0,0.59,11.53,0.69,0,68.96,0,3.34,0,13.84,1.28,0,0,0,1.54,0,1.48,0.76,1.26,31.35,0,0,16.91,1164.88,0,16.33,5.36,0,0,5.84,0,4.79,0,2.15,192.79,0,0,1.9,0,0.69
 36-46,0,0.98,0,9.03,0,0,232.17,1.32,0.62,0,37.57,0,0,0.6,0,0,0,2.28,0,0,38.31,0,2.31,13.29,1892.66,4.05,24.43,9.06,0,0,45.02,0,1.34,0.58,0,318.02,0,0,13.66,0,1.67
 48-58,0,0.65,0,16.52,0,0,532.96,0.7,3.45,3.81,48.36,0.49,0,0.85,0,0,0,1.75,1.87,0.5,79.36,0,3.67,21.27,2148.96,0.58,10.6,5.53,0,5.19,34.25,0,0,0,0,367.13,0,0.37,4.29,0,5.95
 60-70,0,0,0,24.77,0.59,0,935.03,0,8.15,5.78,70.63,0,0,0,0,0,0,1.16,0,0,120.42,0.85,4.48,18.37,2451.16,0.62,24.71,15.75,0,0.71,41.49,0,0.62,0,0,281.69,0,0,12.57,0,4.43
 72-82,0,0.97,0,9.96,7.64,0,617.87,0.5,8.36,4.43,88.3,3.79,0,0.58,1.17,0.53,0.62,3.46,0,0,158.78,3.53,9.08,24.75,1628.31,0,24.19,18.55,0,2.26,25.33,0,2.03,0,0,184.59,0,4.19,7.62,5.6,5.26
 84-94,0,0,0,18.11,1.69,0,473.7,1.03,0.66,3.88,64.8,1.31,1.23,1.22,0.93,2.12,12.39,2.39,0,0,99.79,0,11.68,6.96,940.84,1.98,18.21,10.32,0,0.6,54.4,0,0,0,0,134.99,2.96,5.52,7.09,5.56,0.62
 96-106,0,2.69,0,23.22,24.16,5.91,404.86,3.09,4.04,9.07,104.78,3.02,0,3.15,3.44,0.63,5.58,1.46,9.06,0,119.18,3.63,2.28,6.55,945.74,0.58,19.58,12.26,0,1.54,70.15,0,0,0,0,33.75,3.17,3.88,4.46,7.08,16.78
108-118,0,0.83,0.49,15.97,2.69,10.83,463.25,0.96,5.54,4.41,81.4,0.88,0,0,5.99,1.52,3.11,1.77,2.22,1.17,153.08,12.44,3.11,13.98,1191.51,1.7,13.45,12.91,0,5.38,40.91,0,0.48,0,0,40.93,1.89,7.52,9.83,6.11,0
120,0,0,0,30.81,8.92,0,580.81,3.63,7.6,9.42,178.14,0,0,0,3.53,0,0,0,8.73,0,130.46,1.49,3.51,9.44,1886.99,1.29,18.23,20.6,0,12.33,41.92,0,2.12,0,0,63.74,0,4.07,1.89,0,0
