stage,blastomeres,eye,glial,neural,spinal_cord,vasculature
  5-6,30.02,0,0,0,0,0
 14-21,0,0,0,0,5.14,0
 24-34,0,0.61,0,1,0.83,0
 36-46,0,0.67,0,8.42,0,0
 72-82,0,0,0,5.08,0,0
 84-94,0,0,0,0,0,2.24
 96-106,0,0,0,7.75,0,0
108-118,0,3.56,1.01,2.59,0,0
