stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,28.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.28,0,8.25,0,0,0,10.33,0,0,0,0,0,4.86,0,0,0,0,0,0,0,0,0,0,0,98.22,4.67,0,0,79.94,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,33.37,0,41.11,0,5.53,0,35.58,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,3.87,615.46,19.21,0,0,313.99,0,17.95,6.79,0,29.69,0,6.84,0,0,0,0,0,0
 14-21,1.28,0,1.83,70.16,3.71,0,18.81,0,1,0,16.62,5.27,0,3.53,0,0.92,0,0,0,0,25.69,0,0,15.56,214.47,7.08,9.96,5.45,4.37,0,49.76,1.31,43.9,3.49,0,33.94,76.26,0,0,12.71,0,0
 24-34,0,0,1.21,51.78,1.33,0,28.14,0,7.96,0.67,16.66,0.82,1.82,4.73,11.88,0.77,0,1.39,0,1.29,79.34,1.93,0,14.98,302.75,3.79,11.77,2,0,0,98.96,0,0,0.62,0,7.03,63.98,0,0,41.8,0,6.36
 36-46,0,0,0,55.86,0,0,49.2,0,9.62,1.22,23.98,0.59,0,8.37,35.78,0,0.94,0.57,0.83,5.75,103.79,0.56,0.74,22.35,144.18,0,9.12,24.22,0,0,79.85,0.91,0,3.23,7.05,0,45.11,0,0,30.53,0,30.9
 48-58,0,0,0,34.22,0,0,85.57,0,8.04,8.99,37.09,0,0.37,4.17,15.79,0,0,1.87,1.04,10.02,105.97,0.8,4.39,16.92,130.72,6.77,7.8,10.28,0,0,41.84,0,0,3.3,0,0,21.18,0,1.01,15.74,0,19.93
 60-70,0,0,0,50.45,0,0,115.31,0,15.44,11.21,62.92,2.35,0,1.47,11.66,0,0,1.26,0,5.62,137.92,4.67,1.29,14.62,126.89,0.71,7.74,5.55,0,1.71,36.78,0,0,0.6,0,0,14.71,0.92,0.6,14.14,0,12.98
 72-82,0,1.89,0.75,42.71,0,0,85.05,0,17.81,18.71,87.87,1.99,0,6.77,14.51,0,0.49,2.01,0,5.93,189.25,0,5.54,19.38,89.15,0,9.07,6.45,0,2.36,28.25,0,0,0,0,0,18.96,0.67,6.84,26.47,5.3,18.6
 84-94,0,2.37,0,45.13,0,0,78.17,0,24.43,17.72,54.82,1.55,0,17.8,21.56,1.49,1.63,3.45,2.98,1.66,176.46,1.89,6.13,6.5,55.58,1.61,8.12,3.25,0,0.79,57.77,0,0,3.33,0,0,19.15,0.57,2.78,19.46,5.47,15.56
 96-106,0,0,0,42.86,0,0,50.05,0,11.2,3.25,64.34,8.21,1.32,6.86,21.36,1.47,0,5.5,1.52,2.94,142.16,0.69,1.69,12.8,63.82,2.09,18.25,10.71,0,12.56,57.42,0,0,0.78,0.6,0,11.01,0,4.48,49.83,2.35,20.9
108-118,0,0,0,53.1,1.21,2.65,52.97,0,21.01,7.07,53.51,13.89,0,1.65,23.01,0,4.55,4.83,2.2,14.49,139.41,5.46,3.13,11.22,54.55,3.74,5.53,6.41,0,0.86,54.86,0,0,0,0,0,5.96,0.43,8.32,38.74,3.99,22.67
120,0,0,0,67.94,14.59,0,50.14,1.04,56.64,4.44,55.47,20.01,0,0,34.39,0,1.05,0,0,9.23,143.93,0,4.22,11.56,83.17,1.45,19.47,0,0,0,46.46,0,0,0,0,0,5.15,0,0,13.48,17.26,0
