stage,eye,fast_muscle,immune,mesenchyme,neural,otic,slow_muscle,spinal_cord,vasculature
 14-21,0,0,0,0,0.9,0,10.02,0,0
 24-34,0.61,0,0,0,2.33,0,12.1,0,0
 36-46,0,0,0,0.66,3.25,0,36.33,0,0
 48-58,0.58,0,0,0.5,16.75,0,5.33,2.8,0
 60-70,0,0,0,0,0,0.68,3.91,0,0
 72-82,7.33,0.76,3.55,1.09,7.54,0,4.32,0,0
 84-94,3.02,6.3,0,0,0,0,9.14,0,0
 96-106,1.03,0.73,0,1.2,1.48,0.73,13.31,0,0.71
108-118,7.3,1.59,0,0,3.68,0,6.01,0,0
120,0,4.61,0,0,17.15,0,4.4,0,0
