stage,blastomeres,eye,glial,mesenchyme,neural,periderm,presomitic_mesoderm,somites,spinal_cord,vasculature
  3-4,15.62,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,2.75,0,1.18,1.01,1.12,0
 24-34,0,0,0,0.97,7.72,0,0,0,0,0
 36-46,0,0.76,0.66,0,2.51,0,0,0,0.56,0.71
 48-58,0,1.07,0,0,2.61,0,0,0,1.28,0
 72-82,0,1.55,0,0,2.56,0,0,0,0,0
 84-94,0,2.52,0,0,0,0.66,0,0,0,0
 96-106,0,0,3.08,0,0,0,0,0,0,0
