stage,axial,blastomeres,eye,hatching_gland,mesenchyme,neural,presomitic_mesoderm,spinal_cord
  3-4,0,19,0,0,0,0,0,0
  5-6,8.83,37.09,0,0,0,0,0,0
  7-9,0,0,0,3.76,0,18.58,0,0
 14-21,0,0,0,0,0,2.43,1.48,2.11
 24-34,0,0,0,0,0,5.4,0,0
 36-46,0,0,0,0,0.99,0.81,0,0
 48-58,0,0,0.76,0,0.38,1.27,0,0
 60-70,0,0,9.65,0,0,6.38,0,0
 72-82,0,0,0,0,0,4.17,0,0
 84-94,0,0,0,0,0,1.15,0,0
108-118,0,0,0,0,2.81,0,0,0
120,0,0,1.98,0,8.06,0,0,0
