stage,eye,glial,mesenchyme,mural_cell,neural,otic,presomitic_mesoderm,somites,spinal_cord
 14-21,0,0,0,0,3.94,0,0.87,0.85,0
 24-34,0,0,1.33,0,2.96,0,0,0,0
 36-46,0,1.11,0,0,13.44,0,0,0,0
 48-58,0.69,0,0.41,0,9.72,0,0,0,1.71
 60-70,0,0,0,0,9.1,0,0,0,3.3
 72-82,9.46,1,0,0,9.05,0,0,0,0
 84-94,1.77,0,1.24,0,0,0,0,0,0
 96-106,0,0,0,0,2.57,0,0,0,0
108-118,5.36,0,0,0,0,0,0,0,0
120,1.7,0,0,3.7,0,7.34,0,0,0
