stage,eye,neural,olfactory,pronephros
 24-34,0,1.71,0,1.69
 60-70,0,2.35,0,0
 72-82,4.13,0,0,0
 84-94,3.07,1.96,0,0
 96-106,0,2.1,0,0.68
108-118,0,0,1.41,0
