stage,eye,neural,vasculature
 10-12,0,9.56,0
 24-34,0,0.65,0
 48-58,0,1.62,0
 60-70,0,1.04,0
 72-82,0,1.71,0
 96-106,0,0,2.09
120,1.36,0,0
