stage,epidermis,eye,fast_muscle,heart,lateral_line,mesenchyme,muscle,neural,notochord,paraxial_mesoderm,periderm,pronephros,slow_muscle,somites,xanthophores
 24-34,0,0,0,0.6,0,0,0,0,0,0,0,0,0,1.05,0
 36-46,0,0,0,0,0,0,0,1.19,0,0,1.89,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,0,4.77,4.48,0,0,0,0
 60-70,0,0,1.35,0,0,0,3.21,0,0.66,0,8.37,0.58,0,0,0
 72-82,0,0,0,0,0,1.15,0,1.17,0,0,0,0,0,0,8.32
 84-94,0,0.66,0,0,1.7,0,0,0,0,0,5.57,0,0.73,0,0
 96-106,0,7.68,0,0,1.81,2.14,0,3.76,0,0,1.84,0,0,0,0
108-118,0.43,5.33,0,0,0,0,0,0,0,0,0,0,0.98,0,0
120,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0
