stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,56.94,733.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.69,0,0,0,0,0,0,0,0,0,0,0
  5-6,107.03,1340.07,0,0,0,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,61.7,0,0,0,6.24,0,17.35,0,0,0,0,0,0,0,0,0,0,0
  7-9,41.11,63.16,0,105.96,0,0,321.07,0,0,0,0,0,42.42,0,0,0,0,0,0,0,0,0,0,0,1884.91,74.47,0,0,544.37,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,59.21,0,90.73,0,14.39,261.89,0,0,0,0,0,15.04,0,0,0,0,0,0,0,0,0,0,0,1672.76,66.24,0,0,708.42,0,0,14.56,0,79.31,0,7.71,0,0,0,0,0,0
 14-21,0,0,1.13,0.81,50.93,11.72,28.72,0,0,0,27.56,0,0,0.89,0,0,0,0,0,1.13,20.78,0,0,33.25,353.68,2.96,2.84,4.41,6.17,0,0,1.12,87.5,4.31,2.45,44.05,156.87,0,0,0,0,0
 24-34,4.02,0,0.67,0.6,17.44,1.53,33.95,0,3.06,2.82,8.83,1.86,0,3.41,0,0,0,0.63,0.77,0.69,60.72,0.7,0.89,15.09,440.32,4.89,17.75,5.84,0,0,12.09,0,0,1.74,0,5.2,116.25,0,0,2.88,0,1.69
 36-46,0,0,0,0,8.16,1.12,86.83,0,2.5,3.9,20.99,0,0,0.65,1.52,0,0,1.7,0,1.42,46.53,8.63,1.13,11.92,493.29,6.64,17.28,3.89,0,0,14.94,0,0,0.59,0,0,113.15,0,0,0.68,0,3.36
 48-58,0,0,0,0,7.21,0,146.48,0,7.68,2.59,34.27,2.43,0,0,0,0,0,0.78,0,0,46.57,7.26,0.38,15.61,466.01,6.86,13.74,0.46,0,0,7.18,0,0,0.38,0,0,100.91,0,0,6.25,0,9.01
 60-70,0,0,0,0,4.76,2.3,194.91,0,5.25,0,25.13,2.72,0,0.87,0.98,0,0,0.77,0,0,49.18,0,1.05,19.2,477.53,0.68,16.03,1.84,0.81,0,4.22,0,0,3.6,0,0,81.12,0,0.61,1.99,0,6.55
 72-82,0,0,2.09,0,6.13,0,180.28,0.5,0.8,5.32,45.47,2.89,0,0.89,0,0.56,5.04,7.81,9.4,0.5,85.16,0,3.85,8.47,437.14,0,20.53,10.33,0,1.4,4.73,0,0,0,0,0,46.25,1.66,0.5,3.79,0,0
 84-94,0,0,0,0,15.46,6.07,141.18,0,15.26,3.01,40.65,3.05,1.29,2.63,2.49,0.76,1.5,1.73,0,0,70.92,0,3.02,6.14,312.48,0,17.21,7.65,0,0,23.21,0,0,1.77,0.78,0,47.29,1.77,3,12.85,7.57,11.85
 96-106,0,0,0,0,10.89,11.84,107.58,1.43,1.81,5.98,34.25,3,0,1.57,1.39,1.78,1.97,2.59,8.13,0,95.83,0,0,3.63,257.67,0,26.36,20.51,0,0,24.9,0,0,0,0,0,23.85,5.32,4.09,1.88,6.52,0
108-118,0,0,1.95,0.74,9.19,0.79,140.04,0.69,5.69,3.78,36.09,5.42,0,0,1.86,2.05,2.17,1.35,7.42,0,99.58,0.51,2.94,9.68,318.92,2.59,17.58,12.8,0,0,8.18,0,0,0.64,0,0,11.84,2.76,1.11,0.68,0,1.59
120,2.82,0,0,0,40.79,1.38,106.98,1.95,0,0,13.47,10.98,0,4.26,5.73,4.05,0,6.41,3.16,0,135,0,25.27,8.72,477.1,3.51,40.45,27.63,0,0,13.18,0,0,4.05,0,0,8.54,1.47,0,10.59,0,0
