stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,35.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31,8.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,4.07,2.38,0,2.18,0,0,0,2.28,1.08,0,3.18,0,96.94,0,0,0,0,4.42,1.8,0,5.19,30.84,3.54,0,0.85,0,0,0,0,68.26,1.08,1.11,18.57,0,0,0,0,0
 24-34,0,1.05,1.43,3.45,0,0,8.3,0,2.47,0,12.48,0,0,0.62,0,214.5,0,0,0,1.1,24.83,9.07,0,8.92,63.74,5.07,1.22,0.77,0,0,3.61,0,40.58,0,2.1,19.2,0,0,8.99,0,0
 36-46,0,0,0,0.87,0,0,10.32,0,0,0,25.96,0,0,2.97,0.98,119.32,0.56,0.62,0,0,26.1,5.92,0,7.06,95.95,4.17,0,0,0,0,10.7,0,46.39,0,0,24.15,0,0,13.49,0,0
 48-58,0,0,0,4.36,0,0,20.77,0,0,0,42.03,3.21,3.95,2.2,1.36,74.61,0,0,8.87,0,21.02,5.07,0,3.41,41.08,8.17,0,1.95,4.77,0,0.39,0,29.13,2.01,0,29.41,0,0.37,12.28,0,0
 60-70,0,0.57,0,4.6,0,0,23.81,4.03,3.41,0.76,48.63,0,0,15.34,14.41,40.67,4.37,2.13,0,6.22,53.61,6.12,2.31,6.88,32.67,4.73,0,3.24,0,1.65,4.93,0,15.81,1.34,0,6.52,0,1.79,14.14,0,2.81
 72-82,0,0,0,3.24,0,0,41.88,0,0.66,1.44,59.64,3.49,0,1.27,2.42,49.75,0,1.57,0,0.98,67.18,0,0.81,4.68,47.45,1.43,0,4.25,0,5.42,0,0,12.47,0,0,5.78,0,2.31,35.89,0.57,0
 84-94,0,2.24,0,5.99,0,0,35.77,1.15,1.13,1.03,75.36,2,0,0,3.39,80.69,1.47,2.94,0.96,6.11,73.12,1.12,6.18,0.55,74.27,5.52,0,8.22,0,0,4.41,0,15.47,0,0,17.78,0,4.24,27.58,1.84,0.64
 96-106,0,0,0,12.41,8.63,0,15.91,2.75,0,2.04,58.14,1.71,0,1.38,4.73,54.11,2.59,1.43,0,0,44.91,2.87,3.89,6.8,40.81,0,0,7.13,0,6.37,10.02,0,9.05,0,0,8.96,1.02,5.42,41.77,2.34,0
108-118,0,0.41,0,4.17,0.52,5.26,24.71,0.85,0,0,55.21,2.32,0,5.72,4.96,65.21,5.54,2.66,2.59,0,49.48,5.62,6.25,3.06,25.8,4.61,0,3.23,0,0,3.63,0,15.56,0.41,0,2.23,0,0.53,24.5,2.25,1.09
120,0,0,0,14.82,9.72,0,2.99,0,2.34,3.18,95.57,0,0,2.18,2.39,56.62,1.17,2.6,1.08,0,124.66,0,12.47,0,75.01,8.26,3.86,11.83,19.84,13.66,3.94,1.12,24.55,1.64,0,1.57,0,24.13,77.37,0,0
