stage,eye,fin_epithelia,glial,neural,olfactory,spinal_cord,taste
 24-34,0,1.11,0,0.67,0,0,0
 48-58,0,0,0,1.41,0,0,0
 60-70,3.93,0,0,6.78,0,0,0
 72-82,0,0,0,5.64,1.09,0,1.36
 84-94,3.21,0,0,0,0,0,0
 96-106,0.65,0,0.91,0,0,2.1,0
108-118,3.18,0,0,0,0,0,0
