stage,blastomeres,endoderm,eye,glial,liver,mesenchyme,neural,paraxial_mesoderm,pronephros,spinal_cord
  5-6,10.47,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,4.81,0,0
 14-21,0,0,0,0,1.16,0,0,0,0.87,1.11
 24-34,0,2.28,0,0,0,0.98,0,0,0,0
 36-46,0,0,0,0,2.96,0,0,0,1.31,0
 60-70,0,0,4.92,0,0,0,0,0,0,0
 72-82,0,0,0,0,0,0,3.72,0,0,0
 84-94,0,0,1.76,0,0,0,0,0,0.56,0
 96-106,0,0,6.52,0,0,0,0,0,0.87,0
108-118,0,0,4.74,1.64,0,0,0,0,0,0
120,0,0,1.67,0,0,0,0,0,0,0
