stage,endoderm,epidermis,fin_epithelia,fin_mesenchyme,glial,mesenchyme,neural,notochord
  7-9,3.5,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,3.74,0
 24-34,0,0.68,0,0,0,2.56,0,0
 36-46,0,0,0,0,0,0.64,0,0.62
 48-58,0,0,0,0,0,0.37,2.17,0.39
 60-70,0,0,0.97,0,0,3.93,0,0
 72-82,0,0,0,0,0,1.65,0,0
 84-94,0,0,0,0,0,2.53,0,0
 96-106,0,0,0,0.59,2.29,0.67,0,0
108-118,0,0,0,0,3.15,0,4.12,0
