stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,306.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.86,0,0,0,0,0,0,0,0,0,0,0
  5-6,78.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33,0,0,0,0,0,15.75,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.73,0,3.64,0,0,0,27.8,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,159.95,7.43,0,0,28.52,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,15.13,0,13.72,0,6.05,0,25.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.98,7.76,0,0,34.08,0,0,0,0,16.58,0,0,0,0,0,0,0,0
 14-21,0,0,0,10.21,2.59,0,3.19,0,0,0,2.92,0,0,1.3,0,1.99,0,0,0,0,1.08,0,0,2.03,61.81,3.51,0,0.84,2.6,0,31.66,0.91,6.08,0,0,19.63,20.16,0,0,1.78,0,0
 24-34,0,0,1.23,11.02,0,0,19.71,0,0,0.62,1.67,0,0,0,7.82,0.68,0,0.75,0,1.09,20.43,0.76,0,17.43,226.53,0.62,4.11,7.3,0,0,30.49,0,0,0.94,1.27,7.55,52.81,0,0,17.46,0,0.69
 36-46,0,0.73,0,9.76,0,0,41.1,12.59,0,0.57,8.09,0,0,0.69,0,0,0,0,2.66,0,20.21,0,0,5.35,414.83,1.23,7.81,4.36,0,0,21.23,0,0,0,7.05,0,63.51,0,0,5.08,0,2.08
 48-58,0,0,0,6.9,0,0,105.44,1.34,2.58,1.85,26.5,0.94,2.77,0,0.42,1.19,3,0,2.19,1.9,51.05,0.37,1.01,7.79,546.28,1.6,6.4,1.57,0,0,8.45,0,0,0,0.46,0,94.37,0,0,14.3,0,12.35
 60-70,0,6.75,0,7.32,0,0,254.33,0.62,1.2,0.77,44.36,0,0,1.92,0.8,0.58,1.38,1.39,0,1.05,85.14,0,0,5.17,550.78,0,1.99,1.85,0,1.44,21.26,0,0,4.15,0,0,64.45,0,0.9,4.4,0,14.41
 72-82,0,2.9,0,9.29,10.99,0,237.63,0,2.62,1.15,43.55,1.78,1.02,0,3.29,0,0,0,0,0.5,80.22,1.88,0.55,4.96,394.58,0.91,2.61,0.81,0,4.38,9.42,0,0,0,2.68,0,44.55,0.88,1.62,10.48,5.03,0.55
 84-94,0,0,0,17.25,16.64,1.68,191.38,1.55,1.22,0,28.83,5.06,0,1.06,7.51,5.51,6.02,6.17,0.96,0,83.62,0,2.32,5.74,237.03,6.23,0.76,7.55,0,1.65,69.12,0,0,1.97,0,0,20.24,6.1,0,1.51,4.37,0.61
 96-106,0,2.04,0,17.22,16.51,0.77,171.3,0,1.28,2.8,25.11,5.51,0,2.29,9.73,6,3.4,0.71,0.76,3.99,49.13,0,0,4.1,278.19,1.07,6.69,4.15,0,2.47,51.11,0,0,3.21,0.57,0,13.17,0,1.03,11.89,3.71,1.89
108-118,0,4.9,0,25.62,12,1.45,105.46,1.08,4.47,0,47.15,8.93,0,0.47,5.72,2.21,8.41,2.93,1,4.83,52.02,6.63,2.73,6.06,299.43,0.46,4.63,3.23,0,3.27,37.77,0,0,2.66,1.01,0,5.84,0.9,0,16.1,1.44,11.06
120,0,0,0,20.26,4.51,0,211.83,0,2,0,71.99,8.49,0,9.97,26.26,17.11,0,0,6.54,0,72.82,2.14,0,2.55,598.26,1.29,0,5.59,0,0,48.14,0,0,3.82,0,0,33.81,8.84,0,8.57,0,2.85
