stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,125.31,1924.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.24,0,0,0,0,0,0,0,0,0,0,0
  5-6,134.66,1960.3,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,93.57,0,0,0,9.41,0,106.08,0,0,0,0,0,0,0,0,0,0,0
  7-9,149.06,97.19,0,123.38,0,6.96,0,295.8,0,0,0,0,0,93.21,0,0,0,0,0,0,0,0,0,0,0,2499.06,177.55,0,0,804.61,0,29.08,24.71,0,0,0,0,0,0,0,0,0,0
 10-12,0,117.41,0,176.88,0,47.08,0,304.62,0,0,0,0,0,139.94,0,0,0,0,0,5.32,0,0,0,0,0,3820.6,209.63,0,0,1117.33,0,28.91,25.15,4.76,207.55,0,19.13,19.3,0,0,0,0,0
 14-21,0,1.28,16.67,27.28,669.09,505,0,158.81,0,16.64,0,55.16,28.86,64.53,4.66,13.31,78.58,1.11,0,13.36,37.31,202.17,7.46,0,113.12,2202.09,324.58,41.86,45.47,70.48,0,117.98,26.83,306.72,65.08,92.64,402.38,949.07,0,0,80.21,0,42.65
 24-34,0,0,15.81,9.74,183.12,96.84,0,414.27,0.61,39.17,11.81,138.16,6,13.3,18.1,56.32,100.11,4.41,20.37,24.29,129.6,344.63,15.87,1.21,155.79,5759.49,70,157.67,53.81,0,3.89,256.35,2.27,5.85,42.4,11.84,94.14,1498.5,0,0,347.47,0,123.35
 36-46,1.07,0,5.45,0,108.25,25.34,0,930.58,10.14,29.35,25.03,291.28,2.77,0.6,10.15,66.36,21.76,12.01,23.27,15.38,151.35,438.17,11.46,2,84.08,7447.02,35.43,139.8,71.67,0,2.1,356.08,8.3,1.05,43.02,5.16,4.87,1671.79,0,0,177.63,0,102.8
 48-58,0.39,1.29,3.36,2.07,117.09,28.17,0,2529.29,7.12,36.38,54.47,620.28,6.77,6.47,9.96,54.77,27.43,41.55,25.88,15.51,77.34,859.27,14.35,20.18,110.55,9226.4,53.65,107.4,52.74,0,1.96,230.41,0,0,17.69,2.17,0,2072.01,0,1.25,116.03,1.9,172.1
 60-70,0.81,0,1.56,0.85,134.09,35.28,0,4151.22,15.07,54.65,60.06,640.44,17.37,16.81,16.03,71.42,53.67,59.81,20.39,11.59,31.17,1127.97,5.64,21.33,64.22,7692.42,18.01,64.44,88.17,0.81,4.72,244.38,1.28,0,19.66,3.98,0,1316.49,4.08,9.29,126.55,2.8,134.35
 72-82,0,0,17.53,0.75,143.68,91.57,4.13,5263.45,4.1,29.23,74.02,724.6,56.25,2.01,22.9,103.44,31.32,68.06,61.19,53.92,20.54,1937.46,30.46,32.36,89.78,6423.24,8.91,113.64,134.62,0,13.75,215.88,3.87,0,18.09,1.62,0,631.57,25.26,39.68,185.64,38.09,137.43
 84-94,0,0,17.51,1.01,244.42,113.76,5.36,3336.9,5.11,47.81,54.88,577.88,85.94,0,11.92,110.51,76.04,83.95,85.31,24.72,63.29,1757.53,17.27,47.79,74.95,4180.33,8.55,108.15,172.35,0,6.16,552.04,0,0,27.53,9.24,0,389.34,55.11,24.52,141.34,39.51,70.6
 96-106,0,0,26.59,2.33,223.44,119.28,5.17,3138.31,9.29,36.88,42.31,548.67,109.03,1.06,16.73,125.25,49.5,59.7,105.06,41.86,26.14,1293.22,33.18,37.24,66.78,3416.46,10.76,173.48,218.82,0,31.24,480.8,3.76,0,26.25,8.62,0,204.28,58.96,27.25,154.11,35.34,60.9
108-118,0,0,27.24,1.77,221.87,92.17,15.43,2834.86,9.24,39.69,34.41,644.63,76.24,0,9.69,129.68,58.46,81.56,78.19,51.68,29.72,1150.25,23.6,26.83,59.93,5104.62,21.81,154.08,146.57,0,16.98,405.11,1.48,0,17.49,3.8,0,150.32,47.71,29.02,132.54,28.74,58.83
120,1.12,0,2.59,0,248.11,100.86,4.73,2268.52,8.6,31.43,24.99,561.87,122.01,0,23.06,193.49,32.09,76.26,45.97,60.33,7.13,1268.7,13.84,70.15,78.41,6281.57,12.18,90.26,174.54,0,16.29,329.99,0,0,17.79,0,0,184.78,41.48,9.41,142.7,37.19,28.32
