stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,108.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,174.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,12.99,0,0,0,14.89,0,0,0,0,0,10.27,0,0,0,0,0,0,0,0,0,0,0,203.87,0,0,0,88.64,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,29.36,0,0,0,42.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.45,43.46,0,0,143.49,0,0,0,37.06,0,0,0,0,0,0,0,0
 14-21,0,0,1.13,8.82,97.86,20.51,0,29.52,0,0,0,8.45,0.82,0,2.48,0,1.85,0,0,1.16,1.72,55.08,0,0,28.14,254.9,22.64,5.04,0.94,7.97,0,7.84,41.53,5.06,0.99,57.78,128.15,0,0,3.68,0,1.93
 24-34,0,0,0,0.76,27.26,0.69,0,47.72,0,4.76,2.89,5.58,1.34,0,3.59,1.71,4.99,0,2.7,0.67,0,66.34,0,0,37.41,443.47,6.56,3.42,3.01,0,0,3.75,0,0.88,0,12.26,134.96,0,0,32.5,0,0
 36-46,0,0,0,0,39.8,1.3,0,75.12,5.24,0.72,7.23,22.98,0,0,2.7,3,0.62,0.56,0.61,0,20.65,119.35,0,0.6,33.77,393.49,3.4,13.67,8.46,0,0,8.71,0,1.32,0,0,133.5,0,0.62,11.07,0,28.2
 48-58,0.39,0,0,0.43,12.57,0.8,0,113.71,0,6.83,10.71,52.6,2.1,0,1.93,1.21,7.85,9.87,2.88,7.32,27.82,205.03,0.42,3.18,17.65,372.5,13.47,6.35,5.46,0,0.46,6.11,0,0.53,0,0,98.61,0,1.28,15.51,0,10.45
 60-70,0,0,0,0,16.57,0,0,91.13,0,6.65,1.38,38.76,7.24,9.97,1.61,3.3,5.8,5.68,2.21,5.41,0.86,157.37,0,7.3,10.62,190.29,3.4,1.98,10.52,0,0,8.12,0,1.26,3.88,0,22.69,0.61,6.61,14.71,0.81,13.49
 72-82,0,0,1.33,0,7.47,18.29,0,113.64,5.88,0.62,13.09,65.51,4.62,0,3.33,7.04,0,2.21,3.56,0,5.43,242.23,1.13,5.52,18.54,240.94,2.25,11.87,5.54,1.13,3.34,5.81,0,0.51,0,0,27.34,1.52,6.14,10.45,7.85,11.6
 84-94,0,0,1.91,0,33.06,15.21,0,136.14,0.64,7.35,8.04,48.56,8.15,0,3.01,19.33,5.68,14.73,4.27,3.48,10.14,287.73,0.68,23.47,35.38,257.7,4.46,8.82,8.1,0,2.68,12.5,0,4.49,0,0,24.24,2.26,3.59,22.31,9.44,20.26
 96-106,0,0,3.35,0,26.89,29.82,0,94.5,0.87,5.23,13.55,96.45,10,0,2.53,11.69,4.04,3.75,5.89,11.05,2.69,260,3.93,18.64,13.92,282.99,1.21,15.47,16.91,0,6.07,15.53,0,0,7.42,0,18.59,0,7.74,34.15,16.71,32.38
108-118,0,0,2.67,0,43.53,20.98,11.42,118.22,1.21,7.79,7.14,115.61,6.34,0,0.95,23.47,4.48,38.36,0.91,3.14,14.91,302.34,4.85,14.3,19.28,305.23,3.72,9.17,19.03,0,12.52,9.86,0,3.35,0.41,0,15.47,2.06,9.58,17.9,8.87,30.92
120,0,0,0,1.28,49.82,12.86,0,107.19,0,9.54,19.64,101.75,16.45,0,3.84,27.34,1.45,16.99,15.22,0,1.79,213.35,1.49,15.22,17.78,385.24,5.6,21.18,30.03,0,7.49,9.02,0,3.95,0,0,28.52,9.63,17.79,16.99,8.04,17.97
