stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,58.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5,0,19.96,0,0,0,7.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,25.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.43,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.18,34.56,5.46,0,4.43,0,0,0,0,0,0,3.27,0,1.21,0,0,0,0,16.32,0,0,18.38,43.93,2.45,0,0,0,0,7.7,2.34,2.07,1.14,1.03,8.64,12.84,0,0,1.12,0,0.85
 24-34,0,0,0,3.47,3.57,0,2.44,0,0,0,1.7,0.91,0,0.65,3.05,1.13,0,0,0,0,18.84,0,0,2.37,34.13,0,0,0,0,0,7.43,0,0,0,0,0,8.36,0,0,16.64,0,2.61
 36-46,0,0,0,1.35,0.73,0,0.92,0,0,0,0.86,0,0,0,13.4,0.62,0.61,2,0,0.85,29.65,0,0,2.52,80.56,0,1.22,0,0,0,6.8,0,0,0,0,0,18.85,0,0,6.22,0,2.73
 48-58,0,0,0,5.56,1.85,0,2.93,0.67,1.49,1.96,2.57,0,0,0.39,4.42,0.49,1.44,0.96,0,3.84,16.31,0,0.43,1.35,118.38,0,1.69,0,0,0,10.33,0,0,0,0,0,20.3,0,0,3.83,0,15.07
 60-70,0,0,0,2.92,0,0,0,0,1.06,0,8.11,0,2,0,35.11,0,0.74,0,0,0,25.71,0,0,0.68,137.01,0,6.56,3.57,0,3.32,17.67,0,0,0,0,0,28.17,0,3.83,3.44,0,6.02
 72-82,0,0,0.75,4.54,2.98,0,21.54,0,0,0,23.18,0,0,0,15.92,0,6.98,0,0,1.95,59.28,0,11.77,2.26,268.02,0,9.12,0,0,0,11.14,0,0,0,0,0,39.11,0,1.24,10.38,2.06,21.17
 84-94,0,0,0,13.51,1.45,0,15.87,0,2.51,0,14.27,2.03,0,0,35.94,2.82,1.45,4.66,0,2.14,30.02,0,5.16,3.38,94.42,0,2.35,1.39,0,2.44,27.54,0,0,0,0,0,22.82,2.67,4.02,11.88,0.66,20.65
 96-106,0,0.87,0,13.42,12.55,0,17.94,1.43,0.59,1.8,10.58,5.7,0,4.36,28.42,3.25,3.74,3.43,0,1.95,91.27,6.26,7.57,9.57,149.67,0,13.23,0.87,0,3.18,39.08,0,0,1.69,0,0,10.61,0.62,0.77,11.78,2.02,20.38
108-118,0,0,0,23.41,0,0.97,3.83,0,2.87,0.66,23.5,9.08,0,0,27.34,1.88,12.66,3.45,2.52,4.97,80.21,0,1.9,3.85,139.96,0,2.77,2.74,0,2.46,45.22,0,0,0.52,0,0,21.98,1.31,1.33,24.95,0.72,24.3
120,0,0,0,20.47,0,0,9.96,0,0,4.21,32.9,2.97,0,6.72,55.97,2.26,2.11,8.46,0,1.61,82.93,2.21,20.59,1.77,139.25,12.85,1.15,3.32,0,0,28.57,0,0,0,0,0,9.25,0,1.46,29.22,2.27,16.9
