stage,epidermis,eye,glial,mesenchyme,neural
 14-21,1.34,0,0,0,0
 24-34,0,0,0.8,0,0
 36-46,0.83,0,0,0,3.42
 48-58,0,0,0,0,2.01
 60-70,0,0,0,0,12.73
 72-82,0,2.45,0,0,9.91
 84-94,0,6.69,0,0.7,0
 96-106,0,6.78,0,0,6.2
108-118,0,7.98,0,2.69,7.03
120,0,0,0,0,7.35
