stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,97.22,1688.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.55,0,0,0,0,0,0,0,0,0,0,0
  5-6,200.21,2452.15,0,6.55,0,0,0,0,0,0,0,0,0,32.17,0,0,0,0,0,0,0,0,0,0,0,217.37,0,0,0,24.98,0,16.01,0,0,0,0,0,0,0,0,0,0,0
  7-9,99.15,181.36,0,211.71,0,0,0,382.3,0,0,0,0,0,113.5,0,0,0,0,0,0,0,0,0,0,0,3228.89,70.56,0,0,912.02,0,5.76,10.61,0,0,0,0,0,0,0,0,0,0
 10-12,0,90.51,0,411.81,0,20.31,0,371.98,0,0,0,0,0,42.19,0,0,0,0,0,0,0,0,0,0,0,3529.38,73.27,0,0,951.48,0,3.1,6.41,3.57,89.17,0,0,0,0,0,0,0,0
 14-21,0.93,0,1.87,26.97,623.4,89.39,0,64.83,0,1.98,0,12.13,32.56,3.48,1.96,2.44,10.4,0,0.93,23.41,0,138.31,1.79,0,82.07,685.71,55.96,7.51,63.24,39.79,0,3.06,10.71,115.12,15.51,2.8,74.15,218.41,0,0,9.12,0,0
 24-34,0,0,4.34,13.37,190.7,5.4,0,82.38,0,9.83,2.83,26.01,5.87,0,6.39,1.54,10.96,9.83,16.81,72.85,1.73,178.26,7.27,1.52,76.51,633.49,18.47,13.78,76.89,0,0,31.05,0,0,13,0,33.43,128.84,0,0,65.9,0,4.61
 36-46,0,0,0,0,36.06,2.92,0,52.76,0,9.85,6.09,37.59,5.29,0,4.88,0,0,25.95,21.37,6.03,5.39,204.31,1.19,2.94,57.83,297.09,11.05,4.41,29.2,0,0,20.83,0.65,0,12.95,0,0.83,88.06,0,0,18.66,0,14.4
 48-58,0,0,0,0,48.79,3.19,0,107.3,1.56,6.97,16.25,74.9,13.48,1.64,2.64,0,10.86,76.89,9.63,26.82,0.4,319.62,1.76,13.08,27.89,227.07,16.49,7.21,19.33,0,0.56,6.4,0,0,8.25,0,0,65.01,0,2.22,17.57,0,15.46
 60-70,0,0,0.7,0,34.17,1.63,0,78.51,1.34,7.48,9.4,128.65,18.86,0,2.32,0,1.72,97.27,11.1,19.25,6.76,342.37,1.02,19.31,18.8,135.77,5.25,4.87,35.96,0,3.08,18.17,0,0,13.52,0,0,31.8,2.13,8.98,9.12,0,37.18
 72-82,0,0,4.23,0,53.89,7.03,0.56,77.54,0,0.68,17.5,104.22,45.48,0,1.56,4.68,6.68,109.36,9.25,50.87,0,403.54,0,21.42,29.9,171.28,1.71,9.03,36.85,0,3.55,9.4,0,0,6.77,0,0,17.63,4.37,3.96,49.51,10.23,30.61
 84-94,0,0,1.15,0,49.5,1.23,2.1,78.95,0,11.7,30.97,98.21,66.68,0.64,0.79,3.3,7.17,174.22,9.4,82.52,1.76,407.66,4.82,15.2,22.35,113.91,9.94,11.24,36.94,0,1.49,23.12,0,0,21.14,0,0,16.97,1.88,7.21,19.63,11.99,65.47
 96-106,0,0,8.87,0,69.82,14.43,1.69,75.83,0,8.32,8.13,137.98,94.63,2.38,3.53,5.21,7.96,181.92,19.96,152.16,2.34,274.57,17.6,12.62,22.11,120.1,2.05,17.19,44.85,0,0,34.1,0,0,25.72,0,0,30.01,6.14,12.68,23.44,13.55,62.21
108-118,0,0,7.69,0.46,42.44,0,6.77,58.31,1.04,4.24,10.77,89.76,46.87,0,2.64,1.92,0.93,147.55,9.37,96.69,0,208.66,3.48,15.9,21.83,161.77,1.73,15.12,27.85,0,1.8,17.08,0,0,14.21,0.53,0,4.1,4.66,3.14,37.27,4.58,82.06
120,0,0,1.37,0,72.08,1.63,0,20.78,0,8.07,1.49,48.49,20.05,0,4.2,1.42,0,91.7,6.32,49.72,0,138.23,5.29,15.97,19.65,115.15,0,1.15,12.7,0,0,10.22,0,0,6.18,0,0,2.39,1.27,6.45,26.5,3.15,42.77
