stage,blastomeres,immune,neural
  3-4,30.42,0,0
  5-6,7.96,0,0
 36-46,0,0,0.58
 60-70,0,0.63,0
 72-82,0,1.19,0
 84-94,0,3.07,0
 96-106,0,4.98,0
108-118,0,2.88,0
120,0,6.2,0
