stage,blastomeres,neural,paraxial_mesoderm
  3-4,119.88,0,0
  5-6,35.75,0,0
  7-9,0,0,19.76
 60-70,0,0.63,0
 84-94,0,1.51,0
 96-106,0,1.31,0
