stage,blastomeres,epidermis,eye,glial,liver,mesenchyme,neural,spinal_cord
 10-12,4.41,0,0,0,0,0,8.47,0
 14-21,0,0,0.9,0,0,0,2.31,0
 24-34,0,0,0.63,0,0,0,3.38,0
 36-46,0,0,2.23,0,0,0,3.58,1.77
 48-58,0,0,0.84,0,0,0.85,8.02,0
 60-70,0,0,1.61,0.65,0,0,6.99,0.92
 72-82,0,0,0,0,0,0.49,0,0
 84-94,0,0,1.3,0,0,0,0,0
 96-106,0,0.6,0,0,0,0,0,0
108-118,0,0,0,0,1.95,0,0,0
