stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,651.39,13412.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632.98,0,0,0,0,0,0,0,0,0,0,0
  5-6,945.84,12345.93,0,23.46,0,0,0,0,0,0,0,0,21.21,0,0,0,0,0,0,0,0,0,0,0,147.78,14.06,0,0,53.05,0,603.62,0,0,0,0,0,0,0,0,0,0,0
  7-9,22.36,47.7,0,42.35,0,0,0,86.08,0,0,0,0,55.48,0,0,0,0,0,0,0,0,0,0,0,1516.59,49.43,0,0,295.77,0,218.59,22.1,0,0,0,0,0,0,0,0,0,0
 10-12,0,19.19,0,71.27,0,0,0,56.9,0,0,0,0,6.97,0,0,0,0,0,0,0,0,0,0,0,2092.58,0,0,0,90.91,0,108.05,5.95,4.19,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,15,1634.64,3.33,0,8.92,17.62,0,0,16.87,3.62,0,0,18.58,0,0,0,0,5.96,6.24,0,0,51.82,4.57,13.93,17.54,5.8,0,172.89,0,8.98,0.82,0,4.04,5.05,0,0,1.16,0,0
 24-34,0,0,0.75,10.58,973.2,0,0,17.37,88.94,0,1.77,10.57,1.47,0,0,15.63,0,5.46,1.38,0,6.77,12.86,0,1.86,144.57,0,12.38,20.5,0,0,236.33,0,0,15.94,0.65,0,10.17,0,0,6.71,0,1.32
 36-46,0,0,0.94,0.96,573.16,0,0,12.87,173.09,1.25,1.83,1.16,1.53,0,2.1,6.11,0,9.3,24.01,0.66,1.31,2.41,0,0,68.56,0,9.03,11.83,0,0,158.97,0,0,8.42,0,0,11.46,0,0,9.8,0,1.45
 48-58,0,0,0,0,378.66,0,0,17.68,125.48,0,2.99,8.63,10.15,0.87,0,3.1,5.18,10.06,1.31,2.02,5.06,1.68,0,3.54,81.48,0,7.89,8.78,0,0,115.64,0,0,9.56,0,0,7.36,0,0,1.03,0,6.09
 60-70,0,0,0,0,335.76,0,0,3.64,144.02,0,2.12,19.07,3.25,0,0,2.88,0,8.63,2.19,0,5.94,3.08,0,0,44.12,0,4.74,11.22,0,0,93.28,0,0,7.99,0,0,0.92,0.92,0,2.87,0,6.7
 72-82,0,0,0,0,226.15,0.68,1.22,32.08,90.58,0.56,6.25,19.72,2.07,0,2.67,15.39,0,5.99,3.05,0,5.61,2.29,2.6,0,48.71,0,8.44,31.57,0,0,67.27,0,0,5.31,0,0,4.35,2.57,0,2.55,0.56,0
 84-94,0,0,0,1,422.25,0,0,22.91,134.42,0,8.2,40.99,0.77,0,0.8,26.32,0,15.2,2.66,0,3.82,4.45,0,0,26.67,2.17,14.4,34.12,0,1.75,150.43,0,0,19.78,0,0,0,6.13,0,0.84,0,0
 96-106,0,0,3.8,0.91,368.68,16.54,1.89,34.82,112.75,0,1.04,44.03,0,0,0,26.37,0,30.25,9.01,0,18.93,11.13,0,10.59,66.85,0,14.95,12.41,0,0,117.93,0,0,5.5,0,0,10.92,4.43,0,1.62,2.76,0
108-118,0,0,0,1.84,443.68,1.23,3.19,19.8,171.37,4.92,10.63,39.13,0,0,4.29,43.69,0.86,9.61,14.23,3.91,20.13,5.79,0,0.71,53.82,0,11.34,20.81,0,0,129.88,0,0,6.43,0,0,0.42,10.31,0.67,5.32,0,0
120,1.12,0,0,0,369.83,0,0,7.6,163.14,0,3.75,38.2,0,3.15,1.65,31.64,0,5.95,0,0,8,9.54,0,3.62,42.05,4.18,14.33,10.79,0,0,100.57,0,0,22.17,0,0,0,10.26,0,5.44,10.35,0
