stage,axial,blastomeres,endoderm,eye,mesenchyme,mural_cell,neural,paraxial_mesoderm,periderm,spinal_cord
  3-4,9.76,82.16,0,0,0,0,0,0,0,0
  5-6,0,44.64,0,0,0,0,0,0,16.83,0
  7-9,7.13,0,7.34,0,0,0,74.41,19.86,8.05,0
 10-12,0,0,0,10.2,0,0,54.34,6.6,3.81,0
 24-34,0,0,0,0,0,0,0,0,0,0.71
 36-46,0,0,0,0,0,0,1.22,0,0,0
 84-94,0,0,0,0,0,0.84,0,0,0,0
 96-106,0,0,0,0.6,0.97,0,4.34,0,0,0
