stage,epidermis,eye,immune,mesenchyme,periderm
 14-21,0,0,0,1.15,0
 24-34,0,0,3.73,0,1.18
 36-46,0,0,0.58,0,0
 48-58,0,0,6.85,0,0
 60-70,0,0,5.57,0,0.81
 72-82,0.67,6.01,17.8,0,0
 84-94,0,0,18.85,0,0
 96-106,0,0,33.75,0,0
108-118,0,0,20.49,0,0
120,1.05,0,2.79,0,1.95
