stage,liver,olfactory,vasculature
 36-46,0,10.41,0
 48-58,0,1.47,0
 72-82,0,22.4,0
 84-94,0,10.06,0
 96-106,0,16.45,0
108-118,1.8,14.9,0.83
120,0,1.57,0
