stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,36.34,640.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.85,0,0,0,0,0,0,0,0,0,0
  5-6,32.28,311.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0,0,0,77.08,0,0,0,0,0,0,0,0,0,0
  7-9,38.72,39.46,0,30.31,0,0,0,180.98,0,0,0,0,0,27.2,0,0,0,0,0,0,0,0,0,0,0,1294.15,42.15,0,0,300.36,0,78.75,22.18,0,0,0,0,0,0,0,0,0
 10-12,0,30.81,0,109.44,0,0,0,156.41,0,0,0,0,0,61.49,0,0,0,0,0,0,0,0,0,0,0,1960.96,32.32,0,0,271.83,0,38.72,10.95,0,24.64,0,0,0,0,0,0,0
 14-21,0,0,4.21,9.04,159.65,4.7,0,4.63,0,1.17,0,0,5.46,0,1.92,0,3.82,0,0,0,0,5.04,0,0,5.59,74.83,3.35,1.97,6.24,4.55,0,76.92,5.38,18.77,3.81,14.21,12.79,0,0,3.04,0,0
 24-34,0,0,2.7,3.96,81.81,0,0,13.68,0,8.54,0,0.89,1.71,0,1.18,3.81,8.96,0,0.63,8.98,0,11.98,2.62,0,6.87,105.99,13.66,6.93,9.68,0,0,170.93,0,0.93,5.14,1.45,4.78,0,0,50.3,0,0
 36-46,0,0,0,0.93,44.38,0,0,6.38,0,6.58,0,3.11,2.79,0,2.01,43.41,18.96,0,2.51,0.57,0,13.93,0.68,0,0.85,57.23,2.57,6.29,6.32,0,0,214.08,0.73,0,3.25,0,1.74,0,0,25.49,0,0
 48-58,0,0,0.86,0,51.18,0.42,0,51.15,0,20.93,0,10.77,2.16,0,2.71,13.23,5.14,0,4.34,1.47,6.68,14.62,0.37,0.84,0.4,50.9,8.2,2.71,4.48,0,0,129.02,0,0,0.96,0,0.88,0,0,6.5,0,6.46
 60-70,0,0,0,0,69.06,0.57,0,313.35,0,22.25,0.84,4.45,14.12,0.59,2.5,25.89,1.96,0,5.81,2.83,0,23.23,5.52,0,1.87,43.64,1.33,1.48,3.51,0,0,142.62,0,0,6.99,0,4.86,0.61,0,20.46,0,0
 72-82,0,0,2.41,0.56,44.38,1.36,1.04,615.3,0,15.5,2.56,12.55,19.07,0.52,1.7,13.93,12.35,2.56,11.74,1.26,0,56.76,15.3,5.9,0.77,59.45,1.25,5.49,9.71,0,0.83,91.22,0,0,0,0,4.07,0,0.94,8.55,1.53,0
 84-94,0,0,2.95,0,78.75,0,1.48,557.48,0.64,29.5,1.52,17.51,32.33,8.23,0,22.47,19.57,1.25,4.24,23.89,0.58,43.74,3.26,2.72,1.44,45.47,1.94,13.75,14.63,0,0,316.16,0,0,2.32,0,10.87,5.74,1.08,11.68,0,0
 96-106,0,0,6.89,0,90.52,19.08,3.9,866.66,1.2,22.09,2.06,9.32,33.91,0,0.68,31.86,17.34,0,6.81,5.65,0,33.39,27.18,0.7,4.65,83.98,9.29,1.32,26.79,0,0,325.05,0,0,0,0,1.19,10.63,0.89,20.43,0,0
108-118,0,0,5.84,0,124.4,4.24,5.06,747.9,0.92,44.24,0.9,11.64,50.64,0,0,17.14,22.78,0.53,5.99,1.15,0,28.58,7.98,0.83,2.12,58.7,3.13,5.88,27.79,0,0,265.03,0,0,2.34,0,0,13.48,2.05,16.68,0,0
120,0,0,11.35,0,170.11,10.25,0,420.22,0,37.4,10.43,5.49,23.31,0,0,47.95,24.33,0,1.74,5.67,0,58.43,9.58,0,2.42,53.04,0,18.89,21.19,0,0,157.43,0,0,3.22,0,0,5.65,0,22.7,0,0
