stage,axial,blastomeres,heart,immune,neural,periderm
  3-4,11.43,10.76,0,0,0,0
  5-6,9.6,69.72,0,0,0,0
  7-9,0,0,0,0,17.83,0
 24-34,0,0,0.76,0,0,0
 72-82,0,0,0,0,5.94,0
 96-106,0,0,0,3.03,0,0
108-118,0,0,0,1.93,0,1.22
