stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,4.07,40.71,7.54,0,2.97,0,0,0,1.31,1.4,2.36,0.92,9.58,21.91,0,0,0,0,15.25,0.9,0,1.82,13.06,26.72,0,0.93,8.9,0,13.72,0,35.19,3.94,1.13,4.52,17.32,0,0,8.02,0,0
 24-34,1.05,2.23,24.9,1.78,0,1.39,0,9.07,1.67,3.19,1.31,0.76,3.37,15.71,21.13,0,0,0.74,0.59,22.43,4.8,0,9.3,66.13,4.19,4.11,2.36,0,0,55.53,0,0,4.33,0,1.22,10.77,0,0,44.72,0,0
 36-46,1.35,0,30.62,0.64,0,2.55,0,17.37,2.83,4.09,2.74,0,5.99,35.42,17.56,0,4.48,0,0.8,48.25,0,2.98,9.94,73.86,2.37,13.63,1.22,0,0,100.02,0.81,0,1.1,0,0,12.44,0,0,28.32,0,8.65
 48-58,0,0,41.31,2.7,0,30.18,0,5.37,19.24,5.39,0,4.36,2.95,29.32,4.81,0,5.76,0,1.1,60.37,5.22,0.5,15.01,74.33,1.35,8.28,1.79,0,0,77.75,0,0,0.47,0,0,13.85,0,0.37,45.18,0,14.37
 60-70,0.62,0,42.63,3.54,0,29.21,3.43,17.35,19.66,7.2,2.77,2.38,2.85,35.1,22.24,3.52,2.69,0.81,14.4,198.11,3.87,5.03,17.46,59.94,0.62,21.55,0,0,2.16,136.58,0,0,4.75,0,0,20.77,1.62,8.49,34.46,0.9,42.35
 72-82,0.61,2.42,32.6,19.65,0,44.1,1.43,10.47,23.3,14.5,12.52,1.2,5.42,52.63,10.33,11.28,11.51,4.1,2.53,328.21,3.67,18.18,37.27,104.65,0,18.33,2.63,0,7.54,71.98,0,0,2.72,0,0,15.65,2.57,8.72,69.19,10.35,12.52
 84-94,3.44,0,69.71,20.3,0,44.2,0,19.38,7.93,16.15,16.49,2.55,6.53,77.9,14.89,4.22,3.92,1.41,15.2,293.43,15.79,20.34,18.66,89.42,1.22,31.04,7.39,0,5.06,246.74,0,0,2.71,0,0,18.96,8.03,8.42,91.36,6.16,10.46
 96-106,4.23,0,82.16,30.52,0,65.12,0,29.55,23.71,23.22,17.55,0,12.79,90.4,20.54,2.91,7.32,9.24,1.24,398.8,17.99,27.79,24.35,159.86,0.79,29.26,8.34,0,25.01,262.46,0,0,3.03,0,0,0,15.02,14.05,74.05,7.53,39.05
108-118,3.87,0.92,121.56,7.72,1.37,48.36,0,35.94,23.43,31.2,36.36,0,9.56,110.64,19.39,23,7.38,8.74,5.15,460.69,30.16,30.42,29.21,123.06,2.42,23.64,5.96,0,25.83,194.38,0,0,4.65,0.46,0,8.47,20.68,18.5,86.2,3.07,19.62
120,1.37,0,106.26,5.28,0,18.38,0,24.89,19.99,32.22,23.3,0,12.2,110.88,3.08,3.04,17.93,10.39,4.02,502.11,0,26.91,17.61,92.43,1.18,35.97,11.34,0,9.21,160.96,0,0,2.23,0,0,4.02,6.69,23.72,85.29,15.74,9.1
