stage,axial,blastomeres,endoderm,eye,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,pgc,pronephros
  3-4,69.53,1354.43,0,0,0,0,0,0,23.57,0,0
  5-6,86.99,1437.36,0,0,20.21,97.61,0,17.97,17.11,0,0
  7-9,32.93,48.52,47.25,116.16,35.43,1095.74,52.38,278.36,4.29,5.15,0
 10-12,0,12.68,21.14,44.26,23.84,544.52,11.55,190.06,0,0,17.91
