stage,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,mesenchyme,mucous,mural_cell,muscle,neural,otic,pericytes,spinal_cord,vascular_smooth_muscle,visceral_smooth_muscle,xanthophores
 24-34,0,0,0,0,0,0,0,0,0.66,0,0,0,4.96,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,1.41,0,2.16,0,0.67,0,0,0,0,0,0
 48-58,0,1.56,0,0,0.52,0,0,0,0.92,0,2.08,0,9.28,0,0,1.65,0.49,0,0
 60-70,0,6.86,0,0,0,0,0,9.63,0,0,10.6,2.49,5.11,0,0,0,0,2.47,0
 72-82,0,3.9,0,0,1.18,0,0,7.45,7.78,0,16.42,1.73,9.46,1.63,4.28,1.26,4.02,12.72,0
 84-94,0,3.08,0,0,0,0,0.85,10.31,0.84,0,11.09,1.13,6.65,0,1.55,0,13.82,22.87,0
 96-106,0.6,0,0,0.96,0,0,0.62,9.76,5.74,2.08,14.87,0,0.84,0,10.63,0,8.94,16.3,5.9
108-118,4.71,0.7,0,0.8,0,0.79,0,13.4,7,0,15.91,1.96,7.71,0,11.7,0,3.51,3.99,0
120,0,0,3.43,0,0,0,0,5.98,2.29,0,27.61,0,0,0,19.49,0,0,8.92,0
