stage,epidermis,immune,mesenchyme,neural,spinal_cord,vasculature
 14-21,0,0,0,2.26,0,0
 24-34,0,0,0,2.47,0.72,0
 36-46,0,0,5.9,9.36,0,0
 48-58,0,0,3.84,1.61,0,0
 60-70,0,0,0.61,0,0,0
 72-82,1.61,0,0,0,0,0
 84-94,0,0,1.21,0,0,0
 96-106,0,1.84,0,0,0,1.3
108-118,0,0.65,1.14,0,0,0
