stage,eye,muscle,neural,olfactory,periderm,taste
 10-12,0,0,5.07,0,0,0
 36-46,0,0,0,24.14,0,0
 60-70,0,0,0,10.54,0,0
 84-94,0,0,0,64.95,0,4.26
 96-106,1.12,1.12,4.5,33.41,2.26,0
108-118,0,0,0,17.69,0,0
