stage,eye,glial,gut,mesenchyme,neural,somites,spinal_cord
 14-21,0,0,0,0,0,0.8,0
 24-34,0,0,0,2.04,5.89,0,2.34
 36-46,0,0,0,0,6.41,0,0
 48-58,1.35,3.27,0,0,7.01,0,0
 60-70,0,1.6,0,0,9.31,0,0
 72-82,0,0.67,0,1.4,7.89,0,0
 84-94,2.08,5.2,0,0,5.83,0,0
 96-106,0,0,0,0,0.77,0,0
120,0,2.42,3.03,0,0,0,0
