stage,epidermis,eye,glial,immune,ionocyte,mesenchyme,mucous,neural,periderm,spinal_cord
 14-21,0,0,0,0,0,0,0,1.31,2.28,0
 24-34,0,0.75,1.34,0,0,0,0,1,0.63,0
 36-46,0,0,0,0,0,0,0,4.53,10.89,1.67
 48-58,0,0,0.65,0.61,0,0,0,0,0.43,0
 60-70,0.69,1.56,0.76,0,0,0,1.1,8.01,4.68,0
 72-82,0,0,0.78,0,0,0,0,3.54,1.09,0
 84-94,0,0,0,0.66,0,0,0,2.28,5.48,0
 96-106,1.22,8.61,0,0,0.62,0.83,0,0,5.17,0
108-118,0,0.41,0,0,0,0,0,0,4.37,0
120,2.54,0,0,7.4,0,0,0,0,6.87,0
