stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,118.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0,0
  5-6,32.89,114.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,9.66,0,3.31,0,0,0,4.39,0,0,0,0,0,5.02,0,0,0,0,0,0,0,0,0,0,100.1,0,0,0,21.95,0,7.16,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,12.4,0,0,0,14.36,0,0,0,0,0,7.72,0,0,0,0,0,0,0,0,0,0,103.4,25.91,0,0,31.82,0,0,0,0,3.98,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.32,13.27,2.12,0,2.1,0,0,0,5.14,0.82,2.41,0,0,0,0,0,0,0,1.72,0,5.43,34.77,0.89,0,0,0,0,5.4,0,1.99,0,1.47,9.02,15.84,0,0,0,0,0
 24-34,0,0,0,0,5.66,1.05,0,13.82,0,0,0,1.11,0,0,0,3.4,1.45,0.97,0,0,1.44,2.27,2.43,4.92,183.43,0,5.56,1.33,0,0,8.53,0,0,0,0,4.63,25.87,0,0,8.77,0,2.11
 36-46,0,0,0,0,2.76,0.77,0,26.82,0.66,0,0,11.14,0,0,0,4.78,0,0,0,0,0.79,10.3,0,0.63,256.53,0.6,6.92,0.61,0,0,11.05,0,0,0,0,0,42.36,0,0,2.53,0,3.5
 48-58,0,0,0,0,7.09,1.51,0,170.7,1.68,0,0.87,32.44,0,0,0.44,0,0,4.59,1.63,0,6.8,22.21,0,0.8,516.83,0,5.5,2.8,0,0,15.82,0,0,0,0.68,0,80.87,0,0,4.86,0,13.09
 60-70,0,0,0.57,0,6.35,0,0,166.13,0,2.8,0,17.91,2.86,0,1.17,1.68,0,1.56,1.28,1.19,0,18.6,0,4.33,298.9,5.17,3.65,5.4,0,0,11.16,0,0,0,0,0,35.16,0,0,1.79,0,1.82
 72-82,0,0,2.57,0,1.42,0,0,238.63,0.55,0,4.09,30.6,1.05,0,0,0.52,0.61,3.86,2.46,0.79,0,32.02,0,0.69,253.8,0,9.34,6.83,0,3.83,13.45,0,0,0.64,0,0,24.87,5.44,0,5.9,0.54,1.31
 84-94,0,0,0.98,0,5.05,1.66,0,172.89,0,0,0.67,17.02,4.18,0,0,7.11,0.61,14.35,0,0,3.45,17.69,2.07,6.76,202.22,0,2.33,4.79,0,0,15.86,0,0,0,0,0,10.79,1.91,1.03,0,1.55,0
 96-106,0,0,1.78,0,3.25,4.36,0,93.15,0,0,0,10.66,4.27,0,1.61,6.62,0.87,0.66,1.77,9.93,0,8.72,1.67,3.68,115.99,0,8.59,6.19,0,1.16,22.94,0,0,0,0,0,2.23,0.79,0,0,1.27,0
108-118,0,0,1.09,0,5.91,0,0.55,66.49,0,0.55,0,12.63,0.45,0,0,3.5,2.3,0.65,3.32,1.71,0,12.84,0,1.65,183.22,0,3.77,4.56,0,0,7.35,0.48,0,0,0,0,8.32,2.1,0,3.57,0.57,0
120,0,0,0,0,5.45,5.94,0,72.83,0,0,0,0,0,0,0,8.09,0,0,8.43,0,0,27.43,0,0,125.62,0,10.74,12.99,0,4.22,1.31,0,0,0,0,0,4.66,0,14.43,0,0,0
