stage,axial,blastomeres,erythrocytes,eye,glial,neural,paraxial_mesoderm,periderm,spinal_cord
  3-4,21.36,352.38,0,0,0,0,0,23.84,0
  5-6,45.21,155.39,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,12.77,4.97,0,0
 36-46,0,0,0,0,0,2.28,0,0,0
 48-58,0,0,0,3.38,0,0.83,0,0,0
 60-70,0,0,0.58,0,0,0,0,0,0.9
 72-82,0,0,0,0,0.94,4.28,0,0,0
 84-94,0,0,3.23,0,0,0,0,0,0
 96-106,0,0,1.58,0,0,10.94,0,0,0
108-118,0,0,0,0,0,2.55,0,0,0
120,0,0,0,3.17,0,19.76,0,0,0
