stage,epidermis,erythrocytes,eye,muscle,neural,otic,pronephros,spinal_cord
  7-9,0,0,0,0,9.25,0,0,0
 24-34,0.8,0,0,0,2.05,0.73,0.88,0.61
 36-46,0,0,0,0,1.48,0,0,0
 48-58,0,0,0,0,8.49,0,0,0
 60-70,0,0,1.73,0,4.25,0,0,0
 72-82,0,0,0,0,8.14,0,0,1.37
 84-94,0,0,0,0,2.83,0,0,0
120,0,7.78,0,1.49,2.74,0,0,0
