stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,268.47,5247.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.39,0,0,0,0,0,0,0,0,0,0,0
  5-6,218.63,3676.28,0,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.21,71.13,0,0,51.23,0,27.14,0,0,0,0,0,0,0,0,0,0,0
  7-9,130.62,101.2,0,146.66,0,5.98,0,342.98,0,0,0,0,0,90.38,0,0,0,0,0,0,0,0,0,0,0,2470.74,94.95,0,0,823.4,0,18.65,47.53,0,0,0,0,0,0,0,0,0,0
 10-12,3.8,107.86,0,228.69,0,30.58,0,263.29,0,0,0,0,0,99.65,0,0,0,0,0,0,0,0,0,0,0,3827.66,182.54,0,0,1192.69,0,7.62,20.03,0,173.88,0,23.1,8.95,0,0,0,0,0
 14-21,0,0,2.19,34.06,473.62,366.4,0,347,0,3.8,0,21.48,21.12,32.97,7.53,12.56,15.72,0,2.16,1.16,13.98,191.05,0,0,117.83,2611.05,103.49,10.2,34.38,40.49,0,81.01,15.31,198.49,30.55,7.74,248.06,649.1,0,0,227.99,0,17.39
 24-34,0,1.67,3.27,18.96,155.41,37.13,0,595.33,0,8.59,9.96,57.32,11.15,3.14,4.99,70.34,39.42,12.2,40.64,24.6,46.54,300.28,11.16,0.91,139.03,3350.61,17.9,41.62,62,0,0,187.98,1.29,2.15,19.54,4.76,53.88,617.81,0,0,830.65,0,84.39
 36-46,0,0,2.33,0,119.27,4.35,0,578.1,0,23.54,14.37,92.75,5.73,0,5.54,92.7,4.19,7.48,10.4,5.11,75.27,245.01,11.13,5.25,107.6,2395.37,18.67,42.77,17.71,0,0,138.48,3.91,2.05,8.68,4.05,0,479.17,0,0,246.21,0,58.63
 48-58,0,0,0.42,0,53.36,0.82,0,819.75,1.13,12.02,18.66,199.25,16.3,0.81,5.1,89.91,6.62,14.33,11.3,23.08,28.03,322.47,12.94,10.15,56.67,1874.67,14.01,11.72,26.09,0,1.15,88.26,0.65,0,6.73,1.2,0,412.09,0,0,175.94,0,52.54
 60-70,0,0,2.87,5.18,76.33,3.35,0,961.61,3.54,24.58,20.1,183.77,36.59,0,7.46,112.82,4.59,18.35,13.4,15.86,22.08,391.39,11.9,18.76,44.85,1588.67,6.44,36.44,20.18,0.81,4,82.11,0,0,15.41,10.47,0,208.1,1.22,7.7,145.79,2.77,38.28
 72-82,0,0,9.21,0.56,66.38,14.06,0.94,648.66,6.17,10.64,40.7,190.42,49.67,0.59,10.63,96.12,13.46,26.43,24.53,31.64,13.87,460.28,8.94,19.46,64.88,1394.83,4.37,34.78,25.62,0,0.84,48.81,0,0,19.74,0,0,141.38,12.28,9.88,198.85,11.2,40.19
 84-94,1.23,0,13.52,3.04,117.83,40.68,10.07,620.94,6.2,15.47,23.04,138.38,110.8,3.69,2.76,121.59,23.61,26.93,14.48,51.97,32.42,422.01,20.5,17.36,69.98,970.38,4.09,46.6,31.32,0,3.09,143.95,0,0,46.2,0,0,119.48,19.27,9.17,295.58,18.19,51.91
 96-106,2.68,0,9.18,0,110.5,62.04,3.01,515.85,6.07,10.16,50.43,139.5,134.39,0,11.49,100.59,15.18,19.91,24.84,28.48,17.21,358.6,16.3,6.84,51.27,803.44,4.26,37.96,33.05,0,7.48,136.23,0,0,20.16,4.38,0,39.51,11.09,5.01,327.55,14.48,15.74
108-118,0,0,8.39,2.45,84.13,22.84,13.41,609.29,0.51,18.69,25.74,174.63,148.1,0,10.15,103.27,22.41,20.86,9.02,35.47,8.7,377.56,9.52,9.62,57.02,1238.38,5.46,29.65,33.73,0,6.87,111.76,0.42,0,15.34,0.97,0,33.35,10.51,9.2,259.45,5.07,25.83
120,0,0,2.95,0,116.85,43.12,4.15,511.23,0,8.63,34.92,200.12,151.16,5.2,3.02,213.77,7.53,13.17,6.58,29.52,0,348.08,14.82,48.23,73.26,1472.66,11.76,28.77,35.32,0,4.22,112.07,2.3,0,19.24,1.21,0,35.34,7.62,3.14,360.59,8.85,0
