stage,axial,blastomeres,endoderm,epidermis,erythrocytes,eye,hatching_gland,mesenchyme,muscle,neural,notochord,paraxial_mesoderm,periderm,pgc,pronephros,somites,spinal_cord,vasculature
  3-4,64.86,2607.84,0,0,0,0,0,0,0,0,0,0,92.76,0,0,0,0,0
  5-6,38.82,1279.71,12.33,0,0,0,0,0,0,104.22,0,19.04,24.73,0,0,0,0,0
  7-9,16.17,32.3,73.64,0,0,71.58,40.15,0,0,1064.71,38.9,268.71,0,20.37,0,0,0,0
 10-12,0,42.32,13.82,0,0,15.41,0,0,0,408.19,17.91,116.98,0,14.58,41.83,0,0,0
 14-21,0,0,0,1.89,0.96,0.88,0,1.04,1.45,4.75,0,0,0,0,0,0.82,0.9,0
 24-34,0,0,0,0,0,0,0,0,0,0.84,0,0,1.48,0,0,0,0.76,1.35
 36-46,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0
 72-82,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0
