stage,eye,glial,neural,spinal_cord
 14-21,0,0,0.98,0
 36-46,0,0,3.4,1.77
 48-58,1.27,0,0.72,0
 60-70,0,0,4.6,0
 72-82,0,0,1.49,0
 84-94,0,0,8.26,0
 96-106,0,0,0.86,0
108-118,3.84,0,0,0
120,0,5.6,19.31,0
