stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,10.66,17.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,26.73,104.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,49.94,0,52.04,0,0,0,305.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524.58,11.09,0,0,143.4,0,5.76,0,0,0,0,0,0,0,0,0,0
 10-12,0,59.68,0,58.7,0,0,0,170.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3254.29,14.97,0,0,598.25,0,0,0,10.65,0,0,12.11,0,0,0,0,0
 14-21,0,0,0,0,67.24,5,0,22.95,0,0,0,334.55,7.48,0,0,0,0,0,0,0,0,25.33,0,0,17.09,3342.07,10.49,38.54,38.2,102.77,0,0,85.75,2.18,0,25.59,2129.37,0,0,1.99,0,0
 24-34,0,0,0,1.44,10.91,0.66,0,62.47,0,0,0,212.21,0.92,0,0,0,1.6,0,0,5.98,0,33.32,0,0,23.92,7411.47,2.07,104.18,12.71,0,0,10.78,0,0.91,0,8.53,1427.04,0,0,16.24,0,1.3
 36-46,0,0,0,0,16.09,0.76,0,75.72,0,0,0.8,294.64,0,0,3.42,0,0,0,1.91,0,6.41,57.48,0.56,1.31,11.61,18367.42,0.6,102.83,6.71,0,0,24.73,0,0,0,0,1915.05,0,0,4.24,0,12.76
 48-58,0,0,0,0,60.31,1.26,0,644.13,0,4.69,1.72,696.7,1.26,0,4.18,17.36,0,7.88,0.49,0,2.65,129.55,0,6.24,34.31,23835.55,0.63,43.66,7.15,0,0,28.65,0,0.56,1.56,0,1917.56,0,0,9.04,0,54.23
 60-70,0,0,0.7,0,48.64,4.82,0,945.91,1.08,2.86,10.25,800.99,0,0,2.87,8.46,3.08,9.62,9.02,0,0,188.49,0,8.93,8.36,27860.61,9.69,21.47,9.28,0,4.75,11.93,0,0,2.99,0,1305.33,0,0,11.46,0,35.1
 72-82,0,0,3.66,0,75.61,26.41,0,1592.48,0,2.61,13.84,834.4,3.78,0.52,2.37,3.99,1.84,12.19,3.18,0,15.69,208.89,0,33.08,14.3,18506.8,3.54,13.57,13.96,0,3.43,18.09,0,2,2.68,0,763.06,0.88,1.64,25.15,5.37,65.7
 84-94,0,0,0,0,158.47,2.86,0,1276.5,1.17,13.95,18.64,535.36,10.71,0,2.33,14.2,1.62,20.44,9.58,2.93,0,181.47,5.92,10.36,4.58,12067.07,0.89,19.64,13.33,0,0,24.54,0,2.16,0,0,552.65,9.54,8.07,12.7,5.42,43.76
 96-106,0,0,1.08,0,128.58,59.73,0,1114.76,1.36,4.37,10.07,770.74,11.46,0,7.49,1.91,4.95,2.36,6.48,22.61,0,134.62,1.44,10.22,12.6,9161.96,0.68,17.27,10.42,0,6.23,20.65,0,3.72,0.68,0,270.89,6.95,2.32,16.75,2.27,20.78
108-118,0,0,1.82,0,57.4,14.56,0.55,682.98,3.65,1.41,6.3,638.78,4.83,0,0,3.58,4.67,13.69,2.34,0.52,5.39,187.47,4.08,1.03,5.04,14350.38,0.59,43.97,13.58,0,8.08,18.13,0,2.66,0,0,127.75,0.69,2.9,9.44,3.36,2.56
120,0,0,0,0,64.25,1.14,0,985.94,0,4.86,39.63,886.95,3.14,0,0,6.98,0,0,0,5.48,0,151.08,23.34,0,18.17,14073.77,8.4,29.71,26.58,0,0,11.73,0,11.88,0,0,81.81,0,0,4.02,10.94,0
