stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,11.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.57,0,0,0,46.31,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,182.13,0,11.85,0,0,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4255.21,17.75,0,0,615.02,0,0,0,0,60.45,0,0,10.27,0,0,0,0,0
 14-21,0,0,0,1.97,642.98,5.71,21.94,0,0,0,94.68,4.44,1.79,0,0,3.05,0,0.84,0,10.87,94.36,0,0,57.29,5410.22,17.81,2.16,0,42.93,0,11.25,0,94.67,17.54,3.47,71.27,1391.12,0,0,1.91,0,4.56
 24-34,0,0,0.71,0,296.8,0,20.39,0,5.58,0,99.25,3.81,2.95,2.64,0,1.12,1.59,16.31,2.17,7.74,329.93,3.91,0,72.36,6054.8,1.74,5.15,0.84,0,0,60.32,0,0,5.63,2.59,19.7,1189.27,0,0,44.02,0,12.28
 36-46,8.46,0,0,0,135.93,0.76,37.11,2.12,3.91,0.75,95.09,0,0,3.59,0,4.45,0,8.44,0.66,24.79,382.54,1.16,0,39.01,5121.72,0.58,0,0,0,0.97,166.27,0.65,0,4.71,0,0.6,888.89,0,0,21.07,0,4.52
 48-58,1.54,0,0,0,92.36,0,79.36,0,6.13,6.82,174.82,0,0,1.38,0,11.1,0.38,3.94,11,12.28,288.75,1.48,0,22.54,3451.24,6.51,1.04,0,0,0,105.17,0,0,11.72,0,0,668.33,0,0,4.37,0,17.74
 60-70,0.81,0,0,0,61.51,0,43.81,3.43,6.29,1.74,128.79,0,0,0,3.12,5.48,7.46,9.67,5.47,15.57,467.82,1.83,2.74,7.1,2062.77,1.17,0,1.67,0,0,78.82,0,0,5.63,0.62,0,314.38,0,0,1.8,0,4.49
 72-82,0,0,0.88,0.56,60.82,2.69,112.17,1.11,1.19,0.68,204.49,4.27,0,1.06,0,9.89,7.93,13.41,0,1.96,884.29,1.27,4.83,15.58,2174.6,1.8,1.36,0,0,0,35.73,0,0,2.5,0,0,245.4,0,0.89,29.86,1.64,31.53
 84-94,0,0,3.46,0,70.2,0,114.71,0,7.49,3.05,139.45,2.37,0,0,0,8.11,8.81,9.12,0,12.55,679.79,1.5,4.81,5.93,1334.33,0,0,5.67,0,0,99.52,0,0,2.23,0,0,147.96,0,1.64,23.14,2.84,4.27
 96-106,0,0,0.63,0,73.28,1.53,82.46,0,7.98,1.02,167.63,0.78,0,3.87,2.47,5.06,7.22,2.52,6.49,11.91,818.74,0,21.02,9.5,816.92,0.62,0,0.61,0,0,47.62,0,0,0.73,0,0,59.04,0,8.09,26.29,0,9.68
108-118,0,0,0,0,82.6,0,47.92,0,16.44,0,157.23,8.72,0,1.81,4.87,13.16,2.55,14.87,0,2.61,1029.16,1.3,10.72,4.52,1312.5,0,0,0.77,0,0,50.41,0,0,2.17,0,0,57.73,0,9.49,12.87,2.26,22.74
120,0,0,0,0,47.44,9.42,30.06,0,13.87,0,136.83,3.12,0,10.16,0,7.39,12.54,0,13.18,7.7,746.75,1.56,2.03,13.18,817.48,0,0,0,0,0,6.74,0,0,2.39,0,0,102.71,2.31,1.54,8.69,0,0
