stage,axial,blastomeres,endoderm,eye,hatching_gland,mesenchyme,neural,notochord,paraxial_mesoderm,pronephros,spinal_cord
  5-6,0,64.02,0,0,9.89,0,0,0,0,0,0
  7-9,10.29,0,5.09,32.87,0,0,142.38,7.96,39.54,0,0
 10-12,0,15.01,0,33.7,0,0,94.24,12.14,6.65,7.77,0
 48-58,0,0,0,1.08,0,0,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,0,0,0,0.67
 84-94,0,0,0,0,0,1.95,0,0,0,0,0
