stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,136.16,3528.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,252.31,4079.05,0,0,0,0,0,0,0,0,0,0,23.91,0,0,0,0,0,0,0,0,0,0,0,230.27,13.91,0,0,18.3,0,199.25,0,0,0,0,0,0,0,0,0,0,0
  7-9,82.2,88.61,0,115.73,0,0,0,230.22,0,0,0,0,113.79,0,0,0,0,0,0,0,0,0,0,0,1947.79,185.52,0,0,579.12,0,21.29,48.73,0,0,0,0,0,0,0,0,0,0
 10-12,12.48,116.57,0,143.66,0,15.68,0,193.67,0,0,0,0,46.68,0,0,0,0,0,0,0,0,0,0,0,2343.82,327.86,0,0,705.34,0,12.24,66.05,0,110.96,0,7.22,6.79,0,0,0,0,0
 14-21,0,0,1.87,1.07,46.21,6.67,0,14.93,1.16,0,1.61,2.51,0,2.37,0,0.81,0,0,3.13,6.73,14.56,1.78,0,13.71,255.65,17.2,3.41,2.45,5.06,0,7.17,2.58,33.89,1.96,4.18,47.37,86.66,0,0,7.25,0,2.19
 24-34,0,0,1.26,2.6,31.39,0.89,0,39.36,3.12,2.92,15.04,0.66,0,0,0,2.95,0,2.02,1.96,35.02,61.15,2.21,0,22.18,643.23,6.02,15.01,6.79,0,0,14.67,0,0,2.02,5.33,7.66,132.06,0,0,33.81,0,8.76
 36-46,0,0,0,0.63,7.69,0,0,154.73,0,2.1,36.47,0,0,1.7,0,0,0.65,0,0,50.66,58.88,0,4.84,13.17,890.75,1.87,18.36,3.34,0,0,22.29,0,2.9,0.62,0.74,0,164.42,0,0,19.71,0,28.37
 48-58,0,0,0,0,8.93,0,0,177.69,0.87,7.87,79,0,0.49,1.8,1.41,0,3.43,1.01,1.88,38.22,69.68,0,0.84,9.73,651.69,0,6.8,1.1,0,0,17.71,0,0,0,0,0,129.23,0,0,8.64,0,21.13
 60-70,0,0,0.7,0,22.76,0.66,0,420.5,4.19,2.77,80.21,1.23,0,0.75,0,1.48,3.49,2.69,3.69,23.85,120.62,2.99,13.95,20.18,929.65,2.05,14.96,12.21,0,0.66,17.75,0,0,0.62,0,0,156.15,1.72,4.23,16.46,0,22.89
 72-82,0,0,1.32,0,17.68,10.56,0,320.48,2.1,2.62,103.49,4,0,3.89,6.58,0.53,0.59,5.91,0.55,11.26,120,3.84,11.52,3.07,643.85,0,16.21,6.75,0,0,9.31,0,0,6.44,0,0,73.36,1.67,4.53,9.92,4.57,13.08
 84-94,0,0,8.04,0,38.38,24.6,0,308.48,10.49,3.61,87.03,7.37,1.3,1.78,10.12,5.52,4.92,4.1,4.39,20.26,123.14,3.46,1.81,10.98,484.11,1.75,13.5,16.13,0,0,32.99,0,0,0.74,1.27,0,47.83,1.35,6.84,13.79,3.61,24.59
 96-106,0,0,6.22,0,14.99,15.45,0,253.34,5.07,0.57,92.56,10.12,0,3.8,17.89,3.67,6.6,4.82,0,10.81,120.75,7.26,9.01,4.52,347.44,1.55,20.95,9.65,0,0,20.06,0,0,4.01,0,0,26.11,3.88,3.53,15.12,0.67,19.16
108-118,0,0,0,0,20.71,10.97,0,271.55,5.2,9.76,106.99,12.56,0,2.31,21.16,9.78,4.58,2,2.41,8.39,131.2,0.97,3.03,8.23,580.66,0.69,5.72,5.93,0,8.57,24.6,0,0,2.47,0,0,25.1,4.84,4.34,19.85,6.11,17.27
120,0,0,0,0,30.57,34.22,13,165.96,7.03,6.39,209.33,4.45,0,0,24.82,1.45,2.92,0,0,0,72.47,39.6,10.47,9.61,651.55,2.78,6.16,15.05,0,0,23.39,0,0,1.38,0,0,18.84,0,16.04,10.66,0,4.37
